nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
POR,DF,26-024,1999,29.6,62,35,37,20,5,30,47,63.8,17,20,9,11,36,98,71,0,ENG-Premier League,2024,defense
ENG,DF,18-026,2007,0.2,2,0,2,0,0,0,1,0.0,1,0,0,0,1,3,1,0,ENG-Premier League,2024,defense
ENG,DF,32-037,1993,15.8,26,13,20,5,1,13,17,76.5,4,14,12,2,36,62,70,1,ENG-Premier League,2024,defense
NIR,DF,37-098,1988,3.2,7,5,4,3,0,2,4,50.0,2,2,1,1,4,11,13,0,ENG-Premier League,2024,defense
NED,"FW,MF",23-324,2001,15.0,14,8,3,8,3,5,10,50.0,5,15,4,11,6,20,8,0,ENG-Premier League,2024,defense
ENG,MF,19-357,2005,14.3,37,24,15,11,11,20,33,60.6,13,15,2,13,17,54,6,1,ENG-Premier League,2024,defense
FRA,DF,19-149,2005,9.7,21,10,14,6,1,8,14,57.1,6,5,3,2,16,37,29,0,ENG-Premier League,2024,defense
ARG,DF,27-083,1998,19.5,40,24,25,12,3,21,36,58.3,15,22,8,14,32,72,57,1,ENG-Premier League,2024,defense
ENG,DF,29-273,1995,0.8,2,2,1,1,0,1,1,100.0,0,1,0,1,1,3,1,0,ENG-Premier League,2024,defense
URU,MF,24-000,2001,16.0,65,40,26,31,8,22,54,40.7,32,24,3,21,23,88,14,1,ENG-Premier League,2024,defense
ENG,"FW,MF",27-162,1997,10.9,7,4,2,2,3,3,9,33.3,6,8,0,8,4,11,7,0,ENG-Premier League,2024,defense
ENG,"MF,FW",26-091,1999,3.1,7,2,3,4,0,6,8,75.0,2,5,1,4,2,9,0,0,ENG-Premier League,2024,defense
NED,DF,25-242,1999,23.2,30,22,17,12,1,23,32,71.9,9,29,21,8,33,63,92,0,ENG-Premier League,2024,defense
MAR,DF,27-148,1997,26.6,92,55,45,34,13,45,78,57.7,33,29,7,22,33,125,80,0,ENG-Premier League,2024,defense
DEN,DF,20-167,2004,4.5,12,7,7,5,0,9,10,90.0,1,8,0,8,1,13,11,1,ENG-Premier League,2024,defense
DEN,FW,22-066,2003,17.2,3,1,0,2,1,0,4,0.0,4,4,0,4,1,4,5,0,ENG-Premier League,2024,defense
SCO,MF,28-124,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
ENG,MF,21-098,2004,2.0,12,9,6,6,0,5,6,83.3,1,2,1,1,2,14,3,0,ENG-Premier League,2024,defense
NED,DF,25-237,1999,1.1,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,1,1,ENG-Premier League,2024,defense
SWE,DF,30-268,1994,3.1,4,0,4,0,0,1,2,50.0,1,2,1,1,4,8,24,1,ENG-Premier League,2024,defense
SWE,FW,25-202,1999,24.3,12,5,2,3,7,5,12,41.7,7,17,2,15,3,15,15,1,ENG-Premier League,2024,defense
ENG,FW,24-046,2001,23.4,28,17,9,16,3,11,32,34.4,21,24,2,22,6,34,9,2,ENG-Premier League,2024,defense
BRA,MF,27-146,1997,28.6,65,39,33,23,9,29,59,49.2,30,31,9,22,25,90,34,3,ENG-Premier League,2024,defense
ENG,FW,33-043,1992,2.3,2,2,0,1,1,0,2,0.0,2,2,0,2,1,3,1,0,ENG-Premier League,2024,defense
ENG,DF,32-337,1992,29.0,31,17,19,11,1,16,31,51.6,15,30,22,8,19,50,152,3,ENG-Premier League,2024,defense
SWE,DF,30-252,1994,2.8,2,1,0,1,1,1,2,50.0,1,5,4,1,2,4,10,0,ENG-Premier League,2024,defense
SUI,DF,33-112,1991,24.8,28,19,14,14,0,11,26,42.3,15,33,21,12,35,63,98,2,ENG-Premier League,2024,defense
ENG,FW,27-123,1997,12.0,13,8,3,4,6,3,6,50.0,3,6,1,5,6,19,9,1,ENG-Premier League,2024,defense
ENG,FW,30-046,1995,20.2,20,13,7,8,5,15,28,53.6,13,30,0,30,11,31,21,1,ENG-Premier League,2024,defense
ENG,"MF,FW",25-234,1999,9.4,21,12,12,6,3,17,26,65.4,9,19,3,16,5,26,7,0,ENG-Premier League,2024,defense
BRA,"MF,FW",28-240,1996,24.0,55,34,23,22,10,24,42,57.1,18,33,6,27,22,77,46,1,ENG-Premier League,2024,defense
ENG,DF,34-204,1990,9.7,24,16,10,10,4,14,26,53.8,12,5,1,4,11,35,34,0,ENG-Premier League,2024,defense
ENG,DF,20-215,2004,24.3,58,41,28,22,8,40,74,54.1,34,33,18,15,18,76,75,3,ENG-Premier League,2024,defense
ENG,MF,18-345,2006,2.4,9,7,4,5,0,5,10,50.0,5,5,1,4,2,11,5,2,ENG-Premier League,2024,defense
ENG,DF,26-187,1998,3.4,5,4,4,1,0,1,1,100.0,0,6,4,2,1,6,17,0,ENG-Premier League,2024,defense
SVK,GK,36-086,1989,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,ENG-Premier League,2024,defense
ENG,DF,29-205,1995,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,ENG-Premier League,2024,defense
PAR,FW,31-060,1994,1.7,3,2,2,0,1,2,3,66.7,1,2,0,2,0,3,0,0,ENG-Premier League,2024,defense
ENG,GK,32-357,1992,20.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,24,5,ENG-Premier League,2024,defense
ITA,MF,24-338,2000,21.2,42,28,17,22,3,20,40,50.0,20,25,10,15,26,68,27,1,ENG-Premier League,2024,defense
ENG,MF,27-163,1997,8.6,27,16,10,9,8,18,27,66.7,9,15,4,11,6,33,6,0,ENG-Premier League,2024,defense
NED,DF,25-089,2000,2.5,5,3,2,3,0,2,3,66.7,1,2,1,1,4,9,12,0,ENG-Premier League,2024,defense
ENG,DF,22-150,2002,23.6,45,30,31,11,3,26,44,59.1,18,28,9,19,20,65,87,1,ENG-Premier League,2024,defense
DEN,FW,21-250,2003,1.0,1,0,0,0,1,0,1,0.0,1,0,0,0,4,5,2,0,ENG-Premier League,2024,defense
SWE,FW,22-349,2002,21.9,17,12,7,8,2,4,15,26.7,11,9,1,8,5,22,25,0,ENG-Premier League,2024,defense
ENG,FW,24-155,2000,22.0,17,12,6,7,4,8,13,61.5,5,10,0,10,13,30,10,1,ENG-Premier League,2024,defense
NZL,FW,33-125,1991,26.0,4,4,1,1,2,1,8,12.5,7,11,7,4,4,8,18,1,ENG-Premier League,2024,defense
BRA,"MF,FW",23-347,2001,2.3,2,1,1,1,0,1,3,33.3,2,1,1,0,1,3,2,0,ENG-Premier League,2024,defense
ENG,MF,22-156,2002,23.7,72,48,43,23,6,40,89,44.9,49,39,8,31,24,96,51,3,ENG-Premier League,2024,defense
GER,"MF,DF",18-343,2006,0.3,2,2,2,0,0,2,6,33.3,4,0,0,0,1,3,0,0,ENG-Premier League,2024,defense
ENG,DF,29-235,1995,0.5,2,0,1,0,1,0,0,,0,0,0,0,1,3,7,0,ENG-Premier League,2024,defense
CIV,MF,27-130,1997,3.1,18,10,5,12,1,4,10,40.0,6,5,0,5,2,20,4,0,ENG-Premier League,2024,defense
ENG,MF,30-161,1994,4.4,4,1,1,3,0,2,2,100.0,0,3,2,1,5,9,8,0,ENG-Premier League,2024,defense
POR,"FW,MF",25-253,1999,8.6,22,11,11,9,2,4,24,16.7,20,9,1,8,12,34,15,0,ENG-Premier League,2024,defense
BEL,GK,33-044,1992,31.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,20,1,ENG-Premier League,2024,defense
BRA,DF,23-285,2001,8.4,21,13,18,2,1,13,20,65.0,7,11,4,7,9,30,66,2,ENG-Premier League,2024,defense
ENG,MF,25-074,2000,24.4,37,17,14,17,6,13,26,50.0,13,13,4,9,17,54,21,1,ENG-Premier League,2024,defense
BRA,DF,22-281,2002,29.5,44,32,30,11,3,23,39,59.0,16,63,41,22,29,73,196,2,ENG-Premier League,2024,defense
WAL,DF,23-363,2001,21.8,64,37,49,11,4,37,61,60.7,24,34,6,28,23,87,98,1,ENG-Premier League,2024,defense
ARG,"MF,FW",26-287,1998,16.6,69,36,32,27,10,27,58,46.6,31,30,10,20,25,94,38,1,ENG-Premier League,2024,defense
SRB,DF,27-181,1997,30.0,39,24,26,11,2,19,25,76.0,6,36,21,15,21,60,155,1,ENG-Premier League,2024,defense
NGA,DF,28-185,1996,28.5,53,40,39,13,1,34,58,58.6,24,32,12,20,30,83,95,3,ENG-Premier League,2024,defense
PAR,"FW,MF",25-223,1999,2.9,5,3,3,0,2,1,4,25.0,3,7,0,7,3,8,4,0,ENG-Premier League,2024,defense
ENG,MF,27-141,1997,19.2,39,21,22,13,4,16,35,45.7,19,32,8,24,24,63,55,1,ENG-Premier League,2024,defense
NGA,FW,27-242,1997,4.0,6,3,0,3,3,4,5,80.0,1,1,0,1,0,6,5,0,ENG-Premier League,2024,defense
CIV,DF,34-067,1991,1.7,6,1,5,1,0,4,4,100.0,0,4,2,2,3,9,12,0,ENG-Premier League,2024,defense
ESP,"DF,MF",31-307,1993,9.6,24,18,19,5,0,14,37,37.8,23,11,5,6,14,38,37,0,ENG-Premier League,2024,defense
ENG,GK,26-332,1998,23.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,8,2,ENG-Premier League,2024,defense
ENG,"FW,MF",28-060,1997,13.9,12,3,2,7,3,3,14,21.4,11,6,1,5,3,15,8,0,ENG-Premier League,2024,defense
ENG,MF,36-336,1988,4.0,8,5,4,4,0,2,12,16.7,10,4,1,3,5,13,5,0,ENG-Premier League,2024,defense
DEN,"FW,MF",23-323,2001,1.6,4,1,1,1,2,3,10,30.0,7,1,1,0,0,4,1,0,ENG-Premier League,2024,defense
ENG,GK,35-129,1989,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,ENG-Premier League,2024,defense
GER,DF,23-121,2001,3.7,7,5,5,2,0,3,6,50.0,3,2,2,0,5,12,21,1,ENG-Premier League,2024,defense
CHI,FW,25-358,1999,5.0,3,2,0,2,1,1,9,11.1,8,2,1,1,0,3,4,0,ENG-Premier League,2024,defense
ENG,FW,23-264,2001,13.9,11,7,6,3,2,2,8,25.0,6,5,1,4,2,13,7,0,ENG-Premier League,2024,defense
ARG,MF,22-132,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,ENG-Premier League,2024,defense
ENG,DF,31-205,1993,3.0,7,5,4,3,0,5,6,83.3,1,5,3,2,3,10,22,1,ENG-Premier League,2024,defense
ENG,MF,26-081,1999,17.9,40,21,18,18,4,13,31,41.9,18,20,4,16,29,69,34,4,ENG-Premier League,2024,defense
ENG,DF,31-074,1994,9.9,16,10,13,3,0,6,16,37.5,10,8,6,2,9,25,35,2,ENG-Premier League,2024,defense
ENG,DF,27-182,1997,9.9,15,10,5,9,1,7,17,41.2,10,8,3,5,8,23,24,0,ENG-Premier League,2024,defense
POL,DF,28-364,1996,23.1,33,18,20,13,0,15,30,50.0,15,40,30,10,51,84,150,5,ENG-Premier League,2024,defense
NGA,"MF,DF",28-264,1996,21.2,44,30,15,23,6,17,34,50.0,17,24,9,15,20,64,29,3,ENG-Premier League,2024,defense
ENG,GK,30-055,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,ENG-Premier League,2024,defense
GHA,"FW,MF",23-055,2002,10.1,13,11,5,3,5,6,11,54.5,5,9,0,9,4,17,5,0,ENG-Premier League,2024,defense
ENG,DF,27-363,1997,28.4,42,27,22,14,6,16,33,48.5,17,25,14,11,16,58,75,1,ENG-Premier League,2024,defense
FRA,MF,21-016,2004,13.1,42,20,12,27,3,14,29,48.3,15,22,6,16,5,47,13,1,ENG-Premier League,2024,defense
POR,MF,20-275,2004,25.8,75,41,38,23,14,27,57,47.4,30,33,3,30,18,93,26,5,ENG-Premier League,2024,defense
CIV,FW,28-196,1996,0.8,5,5,1,4,0,0,4,0.0,4,0,0,0,0,5,2,0,ENG-Premier League,2024,defense
ENG,DF,22-315,2002,6.9,10,7,6,3,1,5,8,62.5,3,8,5,3,4,14,26,2,ENG-Premier League,2024,defense
NGA,FW,30-318,1994,9.7,7,2,1,5,1,3,7,42.9,4,6,1,5,1,8,12,1,ENG-Premier League,2024,defense
ENG,DF,22-014,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,ENG-Premier League,2024,defense
SCO,"FW,MF",28-274,1996,1.6,0,0,0,0,0,0,4,0.0,4,3,0,3,0,0,4,0,ENG-Premier League,2024,defense
SCO,"FW,DF",31-046,1994,3.4,6,2,2,4,0,4,6,66.7,2,1,1,0,1,7,9,0,ENG-Premier League,2024,defense
IRL,DF,28-301,1996,12.4,26,16,15,9,2,13,23,56.5,10,18,11,7,15,41,33,0,ENG-Premier League,2024,defense
ENG,"FW,DF",18-267,2006,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,ENG-Premier League,2024,defense
ENG,"DF,FW",22-073,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,ENG-Premier League,2024,defense
ENG,DF,23-071,2002,25.6,27,19,13,11,3,19,29,65.5,10,55,34,21,28,55,110,6,ENG-Premier League,2024,defense
ENG,"FW,MF",19-030,2006,18.0,34,20,13,18,3,16,26,61.5,10,17,5,12,7,41,9,1,ENG-Premier League,2024,defense
BRA,"DF,MF",24-051,2001,2.3,12,4,8,3,1,7,11,63.6,4,3,1,2,3,15,12,0,ENG-Premier League,2024,defense
IRL,MF,25-049,2000,6.5,16,9,8,6,2,6,18,33.3,12,7,0,7,2,18,12,2,ENG-Premier League,2024,defense
JPN,"DF,MF",24-287,2000,16.2,29,16,14,14,1,18,30,60.0,12,17,7,10,10,39,46,3,ENG-Premier League,2024,defense
ENG,DF,19-356,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
CZE,GK,22-029,2003,4.0,3,1,3,0,0,1,1,100.0,0,0,0,0,0,3,5,1,ENG-Premier League,2024,defense
ENG,"DF,MF",19-030,2006,14.0,12,6,3,6,3,6,16,37.5,10,19,10,9,8,20,39,2,ENG-Premier League,2024,defense
WAL,DF,31-352,1993,9.0,9,5,4,5,0,5,10,50.0,5,16,11,5,9,18,53,1,ENG-Premier League,2024,defense
ENG,GK,26-093,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
WAL,FW,23-323,2001,20.9,37,24,8,20,9,15,29,51.7,14,21,3,18,4,41,11,0,ENG-Premier League,2024,defense
ARG,DF,26-349,1998,14.2,32,26,24,7,1,18,27,66.7,9,17,3,14,19,51,48,1,ENG-Premier League,2024,defense
ENG,"FW,MF",21-018,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,ENG-Premier League,2024,defense
SWE,"MF,FW",24-351,2000,23.9,39,22,14,11,14,16,46,34.8,30,25,3,22,11,50,9,1,ENG-Premier League,2024,defense
ITA,DF,22-134,2002,19.4,71,44,38,26,7,32,45,71.1,13,37,5,32,19,90,34,1,ENG-Premier League,2024,defense
ENG,DF,24-245,2000,13.8,35,26,20,10,5,18,23,78.3,5,21,8,13,16,51,48,1,ENG-Premier League,2024,defense
ENG,FW,27-209,1997,21.7,18,11,1,12,5,4,11,36.4,7,16,7,9,0,18,22,0,ENG-Premier League,2024,defense
ENG,GK,37-025,1988,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,ENG-Premier League,2024,defense
ITA,GK,28-186,1996,19.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,2,ENG-Premier League,2024,defense
ENG,MF,28-139,1996,18.8,29,18,8,14,7,9,27,33.3,18,15,4,11,11,40,19,1,ENG-Premier League,2024,defense
AUT,DF,26-204,1998,3.9,5,4,2,3,0,4,6,66.7,2,4,4,0,2,7,22,1,ENG-Premier League,2024,defense
SWE,MF,19-068,2006,12.0,36,19,12,19,5,17,29,58.6,12,16,7,9,22,58,20,2,ENG-Premier League,2024,defense
FRA,FW,19-349,2005,3.5,2,1,0,1,1,1,6,16.7,5,2,0,2,0,2,1,1,ENG-Premier League,2024,defense
NED,DF,23-357,2001,10.1,10,6,5,4,1,8,14,57.1,6,9,6,3,9,19,34,1,ENG-Premier League,2024,defense
ENG,"FW,MF",17-243,2007,2.1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,ENG-Premier League,2024,defense
SEN,MF,22-209,2002,16.2,41,29,16,21,4,10,21,47.6,11,21,7,14,22,63,17,1,ENG-Premier League,2024,defense
ESP,DF,25-210,1999,26.4,61,44,29,22,10,42,71,59.2,29,42,17,25,33,94,78,1,ENG-Premier League,2024,defense
ROU,DF,23-067,2002,13.9,10,6,8,2,0,6,12,50.0,6,22,16,6,15,25,49,4,ENG-Premier League,2024,defense
BRA,FW,27-336,1997,3.1,4,3,0,3,1,0,0,,0,1,1,0,0,4,8,0,ENG-Premier League,2024,defense
URU,MF,27-290,1997,15.5,35,17,16,17,2,18,34,52.9,16,23,8,15,33,68,31,1,ENG-Premier League,2024,defense
ESP,DF,28-116,1996,1.4,4,3,1,3,0,2,3,66.7,1,4,0,4,2,6,3,0,ENG-Premier League,2024,defense
KOR,FW,32-277,1992,22.3,17,9,3,8,6,5,23,21.7,18,10,0,10,5,22,16,1,ENG-Premier League,2024,defense
GER,"FW,MF",29-036,1996,5.7,6,4,3,3,0,3,13,23.1,10,10,1,9,1,7,7,0,ENG-Premier League,2024,defense
ENG,"FW,MF",19-356,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
FRA,FW,20-134,2004,5.0,6,2,2,3,1,4,9,44.4,5,4,0,4,2,8,2,1,ENG-Premier League,2024,defense
MLI,MF,28-224,1996,12.8,41,27,16,22,3,16,30,53.3,14,7,4,3,14,55,31,4,ENG-Premier League,2024,defense
ENG,DF,35-117,1989,6.5,8,4,3,4,1,6,8,75.0,2,7,4,3,6,14,30,0,ENG-Premier League,2024,defense
ENG,DF,27-136,1997,29.0,60,42,29,26,5,18,25,72.0,7,30,8,22,52,112,107,0,ENG-Premier League,2024,defense
FRA,GK,32-043,1993,19.1,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,13,2,ENG-Premier League,2024,defense
SCO,MF,24-333,2000,1.8,7,4,3,3,1,1,5,20.0,4,5,1,4,1,8,5,0,ENG-Premier League,2024,defense
ESP,"MF,FW",28-099,1997,13.1,12,10,7,5,0,5,20,25.0,15,17,4,13,8,20,17,2,ENG-Premier League,2024,defense
NED,"FW,MF",23-163,2001,8.7,13,7,2,8,3,3,9,33.3,6,13,4,9,0,13,7,0,ENG-Premier League,2024,defense
ENG,"FW,MF",32-262,1992,3.2,4,2,2,2,0,1,3,33.3,2,5,0,5,1,5,4,0,ENG-Premier League,2024,defense
MEX,MF,27-169,1997,18.1,44,23,24,12,8,15,33,45.5,18,21,8,13,16,60,39,1,ENG-Premier League,2024,defense
ITA,DF,30-251,1994,20.6,53,28,32,17,4,21,39,53.8,18,30,7,23,18,71,51,0,ENG-Premier League,2024,defense
IRL,FW,20-174,2004,1.6,2,0,0,1,1,0,0,,0,2,1,1,1,3,1,0,ENG-Premier League,2024,defense
ARG,MF,30-364,1994,11.3,30,16,19,11,0,14,30,46.7,16,21,9,12,12,42,28,1,ENG-Premier League,2024,defense
ENG,MF,30-161,1994,6.5,11,8,6,2,3,3,10,30.0,7,6,3,3,5,16,9,0,ENG-Premier League,2024,defense
ENG,"FW,MF",28-112,1996,26.3,35,23,12,9,14,17,37,45.9,20,20,3,17,15,50,21,0,ENG-Premier League,2024,defense
FRA,DF,25-102,1999,13.6,31,19,21,10,0,19,22,86.4,3,19,10,9,19,50,61,3,ENG-Premier League,2024,defense
ENG,DF,20-165,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ENG-Premier League,2024,defense
GRE,DF,27-121,1997,19.5,32,22,22,9,1,14,25,56.0,11,20,15,5,37,69,102,1,ENG-Premier League,2024,defense
ENG,MF,19-052,2006,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,ENG-Premier League,2024,defense
BRA,"MF,FW",27-227,1997,22.1,59,34,22,28,9,22,45,48.9,23,24,3,21,16,75,27,3,ENG-Premier League,2024,defense
BRA,"MF,FW",19-061,2006,1.2,1,0,1,0,0,0,1,0.0,1,6,0,6,3,4,2,0,ENG-Premier League,2024,defense
ENG,DF,27-323,1997,30.2,27,15,12,12,3,16,20,80.0,4,48,32,16,34,61,161,4,ENG-Premier League,2024,defense
JAM,FW,35-014,1990,9.3,2,2,0,1,1,2,3,66.7,1,6,0,6,0,2,2,0,ENG-Premier League,2024,defense
GHA,"FW,MF",24-252,2000,23.1,31,19,7,15,9,9,25,36.0,16,21,1,20,4,35,6,2,ENG-Premier League,2024,defense
GER,FW,32-061,1993,5.0,2,2,0,1,1,2,3,66.7,1,1,0,1,0,2,8,0,ENG-Premier League,2024,defense
ENG,DF,19-120,2005,5.9,15,11,11,3,1,11,17,64.7,6,14,2,12,8,23,18,0,ENG-Premier League,2024,defense
CZE,MF,30-043,1995,23.9,36,18,15,18,3,17,34,50.0,17,33,16,17,14,50,72,1,ENG-Premier League,2024,defense
CZE,DF,32-232,1992,8.2,14,9,9,4,1,6,15,40.0,9,11,10,1,6,20,29,1,ENG-Premier League,2024,defense
POL,GK,39-358,1985,11.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,ENG-Premier League,2024,defense
ENG,DF,21-041,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
BRA,MF,23-269,2001,21.2,63,41,27,31,5,28,51,54.9,23,38,8,30,26,89,26,1,ENG-Premier League,2024,defense
MLI,MF,23-234,2001,0.0,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,ENG-Premier League,2024,defense
POR,"MF,FW",21-023,2004,2.6,8,5,5,2,1,4,5,80.0,1,3,0,3,1,9,2,1,ENG-Premier League,2024,defense
POR,MF,25-065,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
ENG,DF,34-340,1990,10.8,15,3,8,6,1,12,15,80.0,3,16,11,5,9,24,52,1,ENG-Premier League,2024,defense
POR,"MF,FW",29-172,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ENG-Premier League,2024,defense
CIV,DF,27-298,1997,8.7,18,12,12,6,0,8,13,61.5,5,10,8,2,8,26,56,0,ENG-Premier League,2024,defense
POR,"MF,FW",28-133,1996,8.6,14,4,2,5,7,3,15,20.0,12,9,0,9,5,19,3,0,ENG-Premier League,2024,defense
KOR,"MF,FW",29-075,1996,7.1,6,4,2,1,3,2,6,33.3,4,9,0,9,2,8,11,0,ENG-Premier League,2024,defense
FRA,"MF,FW",26-288,1998,16.0,30,16,13,14,3,10,15,66.7,5,17,3,14,10,40,13,1,ENG-Premier League,2024,defense
POR,GK,32-084,1993,24.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,14,1,ENG-Premier League,2024,defense
BRA,MF,24-058,2001,27.0,88,52,43,42,3,35,86,40.7,51,36,3,33,25,113,29,0,ENG-Premier League,2024,defense
NOR,FW,25-064,2000,24.9,8,5,2,3,3,4,23,17.4,19,17,4,13,4,12,25,0,ENG-Premier League,2024,defense
GAB,"MF,DF",31-222,1993,15.2,51,31,27,19,5,20,29,69.0,9,12,7,5,27,78,50,3,ENG-Premier League,2024,defense
ZIM,"MF,FW",28-293,1996,5.8,16,7,4,7,5,9,13,69.2,4,5,1,4,3,19,12,0,ENG-Premier League,2024,defense
BRA,"MF,FW",25-319,1999,23.8,32,18,16,13,3,11,34,32.4,23,17,1,16,16,48,22,0,ENG-Premier League,2024,defense
IRL,DF,33-085,1992,19.6,35,19,23,12,0,14,21,66.7,7,23,14,9,21,56,83,3,ENG-Premier League,2024,defense
BFA,DF,22-147,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,1,ENG-Premier League,2024,defense
POR,DF,31-146,1993,25.8,50,29,27,17,6,27,47,57.4,20,27,10,17,18,68,93,2,ENG-Premier League,2024,defense
ESP,"MF,FW",32-335,1992,6.8,13,7,4,8,1,8,12,66.7,4,6,0,6,4,17,5,1,ENG-Premier League,2024,defense
BRA,DF,18-284,2006,0.8,1,0,0,0,1,1,3,33.3,2,0,0,0,2,3,5,0,ENG-Premier League,2024,defense
ALG,DF,23-309,2001,28.3,77,47,47,24,6,39,63,61.9,24,38,6,32,21,98,62,1,ENG-Premier League,2024,defense
POR,"DF,FW",21-278,2003,6.6,19,12,10,9,0,9,17,52.9,8,8,1,7,5,24,17,1,ENG-Premier League,2024,defense
ENG,GK,32-017,1993,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,ENG-Premier League,2024,defense
URU,DF,26-153,1998,17.1,32,16,21,10,1,13,17,76.5,4,32,18,14,14,46,57,0,ENG-Premier League,2024,defense
ENG,MF,23-176,2001,5.4,11,6,6,3,2,6,15,40.0,9,11,5,6,5,16,11,1,ENG-Premier League,2024,defense
POR,DF,26-085,1999,22.0,47,34,31,14,2,25,31,80.6,6,24,14,10,19,66,117,5,ENG-Premier League,2024,defense
COL,DF,23-344,2001,4.9,11,7,9,2,0,9,14,64.3,5,13,10,3,10,21,14,0,ENG-Premier League,2024,defense
