league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
GER-Bundesliga,2020,Arminia,Anderson Lucoqui,ANG,DF,23,1997,21,18,1604,17.8,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.4,18,45,23,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard
GER-Bundesliga,2020,Arminia,Andreas Voglsammer,GER,"FW,MF",28,1992,18,11,1000,11.1,2,2,4,2,0,0,1,0,3.9,3.9,1.9,5.8,20,23,71,0.18,0.18,0.36,0.18,0.36,0.35,0.17,0.52,0.35,0.52,standard
GER-Bundesliga,2020,Arminia,Arne Maier,GER,MF,21,1999,16,13,1034,11.5,0,0,0,0,0,0,0,0,0.6,0.6,1.2,1.8,17,29,22,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16,standard
GER-Bundesliga,2020,Arminia,Brian Behrendt,GER,DF,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
GER-Bundesliga,2020,Arminia,Cebio Soukou,BEN,"FW,MF",27,1992,14,5,458,5.1,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,5,8,29,0.2,0.0,0.2,0.2,0.2,0.13,0.04,0.17,0.13,0.17,standard
GER-Bundesliga,2020,Arminia,Christian Gebauer,AUT,"MF,FW",26,1993,23,5,687,7.6,1,1,2,1,0,0,0,0,1.9,1.9,1.0,3.0,8,14,41,0.13,0.13,0.26,0.13,0.26,0.25,0.14,0.39,0.25,0.39,standard
GER-Bundesliga,2020,Arminia,Cédric Brunner,SUI,DF,26,1994,31,30,2655,29.5,0,1,1,0,0,0,6,0,0.5,0.5,1.3,1.8,28,87,41,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.06,0.02,0.06,standard
GER-Bundesliga,2020,Arminia,Fabian Klos,GER,FW,32,1987,34,32,2709,30.1,5,2,7,4,1,2,4,0,7.9,6.3,4.8,11.1,24,79,141,0.17,0.07,0.23,0.13,0.2,0.26,0.16,0.42,0.21,0.37,standard
GER-Bundesliga,2020,Arminia,Fabian Kunze,GER,MF,22,1998,26,12,1270,14.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.9,13,57,17,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,standard
GER-Bundesliga,2020,Arminia,Jacob Barrett Laursen,DEN,DF,25,1994,16,13,1108,12.3,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,13,30,20,0.0,0.08,0.08,0.0,0.08,0.01,0.09,0.1,0.01,0.1,standard
GER-Bundesliga,2020,Arminia,Joakim Nilsson,SWE,DF,26,1994,25,24,2162,24.0,0,0,0,0,0,0,1,0,0.9,0.9,0.2,1.0,5,47,5,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,standard
GER-Bundesliga,2020,Arminia,Jóan Símun Edmundsson,FRO,"FW,MF",29,1991,5,0,58,0.6,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,2,0,6,1.55,0.0,1.55,1.55,1.55,0.66,0.0,0.66,0.66,0.66,standard
GER-Bundesliga,2020,Arminia,Manuel Prietl,AUT,MF,28,1991,28,28,2517,28.0,1,1,2,1,0,0,3,0,0.8,0.8,1.8,2.6,14,67,18,0.04,0.04,0.07,0.04,0.07,0.03,0.06,0.09,0.03,0.09,standard
GER-Bundesliga,2020,Arminia,Marcel Hartel,GER,MF,24,1996,22,20,1681,18.7,0,0,0,0,0,0,1,0,1.2,1.2,1.3,2.5,18,69,39,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,standard
GER-Bundesliga,2020,Arminia,Masaya Okugawa,JPN,MF,24,1996,13,11,914,10.2,1,0,1,1,0,0,0,0,1.1,1.1,0.6,1.7,9,17,39,0.1,0.0,0.1,0.1,0.1,0.11,0.06,0.17,0.11,0.17,standard
GER-Bundesliga,2020,Arminia,Michel Vlap,NED,"MF,FW",23,1997,7,5,371,4.1,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,3,8,20,0.24,0.24,0.49,0.24,0.49,0.13,0.15,0.28,0.13,0.28,standard
GER-Bundesliga,2020,Arminia,Mike van der Hoorn,NED,DF,27,1992,22,15,1356,15.1,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,4,36,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
GER-Bundesliga,2020,Arminia,Nathan de Medina,BEL,DF,22,1997,16,7,639,7.1,0,1,1,0,0,0,5,1,0.0,0.0,0.5,0.5,4,13,8,0.0,0.14,0.14,0.0,0.14,0.0,0.07,0.07,0.0,0.07,standard
GER-Bundesliga,2020,Arminia,Nils Seufert,GER,"MF,FW",23,1997,13,2,343,3.8,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,1,19,8,0.0,0.26,0.26,0.0,0.26,0.01,0.09,0.1,0.01,0.1,standard
GER-Bundesliga,2020,Arminia,Reinhold Yabo,GER,"MF,FW",28,1992,13,8,647,7.2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.7,10,18,31,0.14,0.0,0.14,0.14,0.14,0.07,0.02,0.09,0.07,0.09,standard
GER-Bundesliga,2020,Arminia,Ritsu Doan,JPN,"MF,FW",22,1998,34,33,2768,30.8,5,2,7,5,0,0,1,0,5.2,5.1,3.6,8.7,88,86,169,0.16,0.07,0.23,0.16,0.23,0.17,0.12,0.29,0.17,0.28,standard
GER-Bundesliga,2020,Arminia,Sebastian Müller,GER,"MF,DF",19,2001,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Arminia,Sergio Córdova,VEN,"FW,MF",22,1997,23,13,1090,12.1,2,1,3,2,0,0,0,0,3.5,3.5,0.9,4.4,17,21,77,0.17,0.08,0.25,0.17,0.25,0.29,0.08,0.36,0.29,0.36,standard
GER-Bundesliga,2020,Arminia,Stefan Ortega,GER,GK,27,1992,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,standard
GER-Bundesliga,2020,Arminia,Sven Schipplock,GER,"FW,MF",31,1988,32,5,744,8.3,1,0,1,1,0,0,4,0,1.5,1.5,0.6,2.1,16,17,37,0.12,0.0,0.12,0.12,0.12,0.18,0.07,0.25,0.18,0.25,standard
GER-Bundesliga,2020,Augsburg,Alfreð Finnbogason,ISL,FW,31,1989,17,4,544,6.0,0,1,1,0,0,2,0,0,3.1,1.5,0.9,2.5,5,18,47,0.0,0.17,0.17,0.0,0.17,0.51,0.15,0.67,0.25,0.41,standard
GER-Bundesliga,2020,Augsburg,André Hahn,GER,"FW,MF",29,1990,29,24,2037,22.6,8,3,11,8,0,0,4,0,5.0,5.0,2.1,7.1,22,29,82,0.35,0.13,0.49,0.35,0.49,0.22,0.09,0.31,0.22,0.31,standard
GER-Bundesliga,2020,Augsburg,Carlos Gruezo,ECU,MF,25,1995,28,23,2084,23.2,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,5,79,8,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
GER-Bundesliga,2020,Augsburg,Daniel Caligiuri,ITA,"MF,FW",32,1988,33,31,2665,29.6,6,4,10,4,2,3,5,0,4.8,2.4,4.6,7.0,64,114,136,0.2,0.14,0.34,0.14,0.27,0.16,0.16,0.32,0.08,0.24,standard
GER-Bundesliga,2020,Augsburg,Florian Niederlechner,GER,FW,29,1990,28,21,1737,19.3,5,4,9,5,0,0,3,1,6.0,6.0,2.2,8.3,18,31,87,0.26,0.21,0.47,0.26,0.47,0.31,0.12,0.43,0.31,0.43,standard
GER-Bundesliga,2020,Augsburg,Fredrik Jensen,FIN,"FW,MF",22,1997,13,1,377,4.2,0,1,1,0,0,0,0,0,0.3,0.3,1.2,1.5,4,11,26,0.0,0.24,0.24,0.0,0.24,0.07,0.28,0.35,0.07,0.35,standard
GER-Bundesliga,2020,Augsburg,Iago,BRA,DF,23,1997,18,18,1560,17.3,1,1,2,1,0,0,2,0,1.1,1.1,1.1,2.1,39,37,67,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.12,0.06,0.12,standard
GER-Bundesliga,2020,Augsburg,Jan Morávek,CZE,MF,30,1989,5,3,267,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,14,5,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
GER-Bundesliga,2020,Augsburg,Jeffrey Gouweleeuw,NED,DF,29,1991,32,32,2835,31.5,1,0,1,1,0,0,9,0,0.3,0.3,0.6,0.9,27,131,8,0.03,0.0,0.03,0.03,0.03,0.01,0.02,0.03,0.01,0.03,standard
GER-Bundesliga,2020,Augsburg,Lukas Petkov,BUL,MF,19,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Augsburg,László Bénes,SVK,MF,22,1997,12,9,660,7.3,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.3,7,19,20,0.14,0.14,0.27,0.14,0.27,0.07,0.12,0.18,0.07,0.18,standard
GER-Bundesliga,2020,Augsburg,Mads Pedersen,DEN,DF,23,1996,15,9,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,1.3,1.3,26,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,standard
GER-Bundesliga,2020,Augsburg,Marco Richter,GER,"FW,MF",22,1997,29,16,1416,15.7,3,1,4,3,0,0,4,1,5.1,5.1,1.7,6.8,32,38,107,0.19,0.06,0.25,0.19,0.25,0.32,0.11,0.43,0.32,0.43,standard
GER-Bundesliga,2020,Augsburg,Marek Suchý,CZE,DF,32,1988,5,3,305,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Augsburg,Michael Gregoritsch,AUT,"FW,MF",26,1994,24,9,835,9.3,1,2,3,1,0,0,1,0,1.5,1.5,1.5,3.0,12,26,48,0.11,0.22,0.32,0.11,0.32,0.16,0.16,0.32,0.16,0.32,standard
GER-Bundesliga,2020,Augsburg,Noah Joel Sarenren Bazee,NGA,"FW,MF",23,1996,5,0,36,0.4,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,1,0,4,0.0,2.5,2.5,0.0,2.5,0.0,1.85,1.85,0.0,1.85,standard
GER-Bundesliga,2020,Augsburg,Ohis Felix Uduokhai,GER,DF,22,1997,29,29,2610,29.0,1,0,1,1,0,0,5,0,1.7,1.7,0.3,2.0,21,94,13,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,standard
GER-Bundesliga,2020,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Augsburg,Rani Khedira,GER,MF,26,1994,27,23,1818,20.2,1,0,1,1,0,0,5,0,1.1,1.1,0.2,1.3,9,56,15,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07,standard
GER-Bundesliga,2020,Augsburg,Raphael Framberger,GER,DF,24,1995,21,19,1540,17.1,0,1,1,0,0,0,6,1,0.0,0.0,2.0,2.1,48,36,63,0.0,0.06,0.06,0.0,0.06,0.0,0.12,0.12,0.0,0.12,standard
GER-Bundesliga,2020,Augsburg,Reece Oxford,ENG,DF,21,1998,24,13,1358,15.1,0,0,0,0,0,0,2,0,1.2,1.2,0.0,1.2,6,63,1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard
GER-Bundesliga,2020,Augsburg,Robert Gumny,POL,DF,22,1998,24,14,1377,15.3,1,0,1,1,0,0,4,0,0.5,0.5,0.6,1.1,24,27,62,0.07,0.0,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,standard
GER-Bundesliga,2020,Augsburg,Ruben Vargas,SUI,"MF,FW",21,1998,30,18,1612,17.9,6,3,9,6,0,0,2,1,4.1,4.1,2.8,7.0,48,61,124,0.33,0.17,0.5,0.33,0.5,0.23,0.16,0.39,0.23,0.39,standard
GER-Bundesliga,2020,Augsburg,Tim Civeja,ALB,MF,18,2002,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Augsburg,Tobias Strobl,GER,MF,30,1990,29,21,1846,20.5,0,0,0,0,0,0,4,0,0.9,0.9,0.8,1.7,9,81,34,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,standard
GER-Bundesliga,2020,Bayern Munich,Alexander Nübel,GER,GK,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Bayern Munich,Alphonso Davies,CAN,DF,19,2000,23,22,1763,19.6,1,2,3,1,0,0,2,1,0.2,0.2,1.9,2.1,80,123,131,0.05,0.1,0.15,0.05,0.15,0.01,0.1,0.11,0.01,0.11,standard
GER-Bundesliga,2020,Bayern Munich,Benjamin Pavard,FRA,DF,24,1996,24,22,1943,21.6,0,0,0,0,0,0,3,0,0.4,0.4,1.3,1.7,49,162,167,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,standard
GER-Bundesliga,2020,Bayern Munich,Bouna Sarr,SEN,DF,28,1992,8,5,452,5.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,18,32,29,0.0,0.2,0.2,0.0,0.2,0.01,0.02,0.04,0.01,0.04,standard
GER-Bundesliga,2020,Bayern Munich,Chris Richards,USA,DF,20,2000,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,1,5,10,0.0,1.01,1.01,0.0,1.01,0.0,0.47,0.47,0.0,0.47,standard
GER-Bundesliga,2020,Bayern Munich,Christopher Scott,GER,"MF,FW",18,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard
GER-Bundesliga,2020,Bayern Munich,Corentin Tolisso,FRA,MF,25,1994,16,7,781,8.7,1,0,1,1,0,0,1,1,2.2,2.2,0.4,2.6,12,68,27,0.12,0.0,0.12,0.12,0.12,0.25,0.05,0.3,0.25,0.3,standard
GER-Bundesliga,2020,Bayern Munich,David Alaba,AUT,"DF,MF",28,1992,32,30,2675,29.7,2,4,6,2,0,0,4,0,1.2,1.2,2.1,3.3,56,242,70,0.07,0.13,0.2,0.07,0.2,0.04,0.07,0.11,0.04,0.11,standard
GER-Bundesliga,2020,Bayern Munich,Douglas Costa,BRA,"FW,MF",29,1990,11,3,320,3.6,1,1,2,1,0,0,0,0,0.2,0.2,0.8,0.9,15,17,40,0.28,0.28,0.56,0.28,0.56,0.04,0.21,0.26,0.04,0.26,standard
GER-Bundesliga,2020,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",31,1989,22,8,820,9.1,3,0,3,3,0,0,2,0,4.7,4.7,1.5,6.1,9,19,63,0.33,0.0,0.33,0.33,0.33,0.51,0.16,0.67,0.51,0.67,standard
GER-Bundesliga,2020,Bayern Munich,Jamal Musiala,GER,"FW,MF",17,2003,26,7,881,9.8,6,1,7,6,0,0,0,0,2.9,2.9,0.7,3.6,29,39,66,0.61,0.1,0.72,0.61,0.72,0.29,0.08,0.37,0.29,0.37,standard
GER-Bundesliga,2020,Bayern Munich,Javi Martínez,ESP,"DF,MF",31,1988,19,4,466,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,7,36,5,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,standard
GER-Bundesliga,2020,Bayern Munich,Joshua Kimmich,GER,MF,25,1995,27,25,2194,24.4,4,10,14,4,0,0,4,0,2.3,2.3,6.7,9.1,54,288,66,0.16,0.41,0.57,0.16,0.57,0.1,0.28,0.37,0.1,0.37,standard
GER-Bundesliga,2020,Bayern Munich,Joshua Zirkzee,NED,FW,19,2001,3,1,92,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.23,0.09,0.31,0.23,0.31,standard
GER-Bundesliga,2020,Bayern Munich,Josip Stanišić,CRO,DF,20,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,4,5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,standard
GER-Bundesliga,2020,Bayern Munich,Jérôme Boateng,GER,DF,31,1988,29,29,2368,26.3,1,1,2,1,0,0,6,0,0.4,0.4,0.5,0.9,8,184,7,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.03,0.01,0.03,standard
GER-Bundesliga,2020,Bayern Munich,Kingsley Coman,FRA,"FW,MF",24,1996,29,23,1752,19.5,5,10,15,5,0,0,1,0,4.2,4.2,6.4,10.6,103,76,268,0.26,0.51,0.77,0.26,0.77,0.21,0.33,0.55,0.21,0.55,standard
GER-Bundesliga,2020,Bayern Munich,Leon Goretzka,GER,MF,25,1995,24,18,1705,18.9,5,5,10,5,0,0,2,0,3.7,3.7,2.8,6.5,45,137,42,0.26,0.26,0.53,0.26,0.53,0.19,0.15,0.34,0.19,0.34,standard
GER-Bundesliga,2020,Bayern Munich,Leroy Sané,GER,"FW,MF",24,1996,32,18,1805,20.1,6,9,15,6,0,0,2,0,5.4,5.4,6.8,12.1,73,84,230,0.3,0.45,0.75,0.3,0.75,0.27,0.34,0.61,0.27,0.61,standard
GER-Bundesliga,2020,Bayern Munich,Lucas Hernández,FRA,DF,24,1996,23,18,1597,17.7,0,2,2,0,0,0,4,0,0.7,0.7,1.8,2.5,42,86,81,0.0,0.11,0.11,0.0,0.11,0.04,0.1,0.14,0.04,0.14,standard
GER-Bundesliga,2020,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard
GER-Bundesliga,2020,Bayern Munich,Marc Roca,ESP,MF,23,1996,6,2,177,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,20,1,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,standard
GER-Bundesliga,2020,Bayern Munich,Mickaël Cuisance,FRA,FW,20,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Bayern Munich,Niklas Süle,GER,DF,24,1995,20,16,1505,16.7,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,36,129,29,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,standard
GER-Bundesliga,2020,Bayern Munich,Robert Lewandowski,POL,FW,31,1988,29,28,2458,27.3,41,7,48,33,8,9,4,0,31.3,24.2,4.7,28.8,51,67,185,1.5,0.26,1.76,1.21,1.46,1.14,0.17,1.31,0.88,1.06,standard
GER-Bundesliga,2020,Bayern Munich,Serge Gnabry,GER,"FW,MF",25,1995,27,20,1644,18.3,10,2,12,10,0,0,4,0,8.0,8.0,6.0,14.1,82,93,216,0.55,0.11,0.66,0.55,0.66,0.44,0.33,0.77,0.44,0.77,standard
GER-Bundesliga,2020,Bayern Munich,Tanguy Nianzou,FRA,"DF,FW",18,2002,6,0,118,1.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2020,Bayern Munich,Thomas Müller,GER,MF,30,1989,32,31,2674,29.7,11,19,30,10,1,1,0,0,8.2,7.4,10.0,17.4,51,151,325,0.37,0.64,1.01,0.34,0.98,0.27,0.34,0.61,0.25,0.59,standard
GER-Bundesliga,2020,Bayern Munich,Tiago Dantas,POR,MF,19,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,standard
GER-Bundesliga,2020,Dortmund,Ansgar Knauff,GER,"MF,FW",18,2002,4,0,71,0.8,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,9,2,7,1.27,1.27,2.54,1.27,2.54,0.1,1.38,1.48,0.1,1.48,standard
GER-Bundesliga,2020,Dortmund,Axel Witsel,BEL,MF,31,1989,15,13,1130,12.6,0,0,0,0,0,0,4,0,0.6,0.6,0.4,1.0,10,72,23,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard
