nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
ESP,MF,33-063,1992,7.6,451,499,90.4,5970,1405,298,321,92.8,124,128,96.9,13,19,68.4,1,0.7,0.5,0.3,15,28,5,0,35,ITA-Serie A,2024,passing
ITA,"MF,FW",32-273,1992,1.3,31,60,51.7,576,243,16,24,66.7,10,15,66.7,5,15,33.3,0,0.5,0.6,-0.5,6,2,3,3,5,ITA-Serie A,2024,passing
GER,"MF,DF",24-063,2001,12.0,563,637,88.4,8722,2155,292,316,92.4,226,243,93.0,27,40,67.5,1,1.4,1.4,-0.4,11,37,2,0,51,ITA-Serie A,2024,passing
ESP,DF,20-351,2004,7.9,379,444,85.4,5894,2103,202,217,93.1,152,168,90.5,17,34,50.0,0,0.4,0.3,-0.4,6,28,7,3,30,ITA-Serie A,2024,passing
ITA,MF,30-035,1995,18.9,495,659,75.1,8378,2640,206,251,82.1,251,313,80.2,26,60,43.3,0,0.8,0.6,-0.8,6,47,6,0,54,ITA-Serie A,2024,passing
ALB,DF,28-193,1996,22.9,686,799,85.9,13855,4670,161,180,89.4,455,498,91.4,66,109,60.6,0,0.0,0.1,0.0,0,6,0,0,24,ITA-Serie A,2024,passing
CIV,"FW,MF",27-126,1997,5.6,93,153,60.8,1277,304,53,83,63.9,26,47,55.3,6,7,85.7,0,0.7,0.6,-0.7,8,9,8,1,13,ITA-Serie A,2024,passing
COL,GK,26-334,1998,25.0,527,865,60.9,15650,11575,72,72,100.0,258,268,96.3,197,522,37.7,0,0.0,0.1,0.0,0,21,1,0,0,ITA-Serie A,2024,passing
SWE,"MF,FW",22-290,2002,2.1,30,44,68.2,444,85,17,24,70.8,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,2,2,2,0,5,ITA-Serie A,2024,passing
GHA,"DF,FW",31-090,1994,29.1,681,877,77.7,10422,3671,367,423,86.8,249,309,80.6,40,74,54.1,1,0.5,1.4,0.5,10,37,12,6,40,ITA-Serie A,2024,passing
ENG,MF,23-139,2001,10.9,309,382,80.9,5431,1868,139,163,85.3,139,156,89.1,24,42,57.1,3,1.6,1.1,1.4,16,37,13,1,50,ITA-Serie A,2024,passing
ITA,FW,37-248,1987,0.1,2,2,100.0,26,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,"DF,FW",27-133,1997,26.0,683,1022,66.8,11335,4800,341,408,83.6,266,377,70.6,59,155,38.1,3,3.5,3.6,-0.5,29,42,23,17,65,ITA-Serie A,2024,passing
CIV,"FW,MF",19-013,2006,0.7,9,21,42.9,166,39,5,14,35.7,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,ITA-Serie A,2024,passing
ITA,MF,19-296,2005,0.3,6,11,54.5,113,46,4,4,100.0,1,3,33.3,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,ITA-Serie A,2024,passing
ITA,"MF,FW",22-026,2003,8.9,164,224,73.2,2511,732,87,103,84.5,60,76,78.9,9,21,42.9,0,0.2,0.3,-0.2,5,14,3,0,25,ITA-Serie A,2024,passing
ITA,GK,20-053,2005,1.0,14,22,63.6,384,277,1,1,100.0,9,10,90.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
FRA,"DF,FW",28-216,1996,3.4,86,129,66.7,1504,722,34,44,77.3,42,55,76.4,6,23,26.1,0,0.2,0.2,-0.2,4,10,7,5,18,ITA-Serie A,2024,passing
SCO,MF,28-351,1996,21.6,586,810,72.3,10241,3270,241,298,80.9,269,332,81.0,53,137,38.7,2,2.9,2.2,-0.9,27,69,18,8,83,ITA-Serie A,2024,passing
NZL,"DF,MF",24-196,2000,19.4,518,748,69.3,8796,3620,236,283,83.4,204,274,74.5,53,131,40.5,2,1.2,1.1,0.8,19,44,12,5,55,ITA-Serie A,2024,passing
ITA,"FW,MF",23-034,2002,21.9,304,454,67.0,4408,886,171,221,77.4,87,128,68.0,22,43,51.2,2,2.8,0.8,-0.8,18,20,10,2,37,ITA-Serie A,2024,passing
ITA,DF,19-072,2006,0.0,4,4,100.0,72,24,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,DF,20-262,2004,7.4,216,280,77.1,4475,1899,68,77,88.3,104,113,92.0,37,75,49.3,0,0.2,0.2,-0.2,2,18,1,1,14,ITA-Serie A,2024,passing
ITA,GK,34-040,1991,5.0,94,148,63.5,3026,2507,19,19,100.0,33,34,97.1,42,95,44.2,0,0.0,0.0,0.0,0,8,0,0,0,ITA-Serie A,2024,passing
ITA,DF,32-173,1992,8.5,233,299,77.9,4506,1744,86,97,88.7,116,145,80.0,28,47,59.6,0,0.2,0.2,-0.2,3,12,4,2,18,ITA-Serie A,2024,passing
ITA,DF,23-077,2002,21.8,711,887,80.2,13076,4616,249,289,86.2,349,394,88.6,78,156,50.0,0,0.2,0.1,-0.2,3,59,1,0,68,ITA-Serie A,2024,passing
SUI,MF,29-078,1996,3.2,99,121,81.8,1517,372,51,62,82.3,39,44,88.6,5,9,55.6,0,0.1,0.0,-0.1,2,5,0,0,9,ITA-Serie A,2024,passing
NOR,"MF,FW",26-216,1998,6.9,95,143,66.4,1510,468,50,71,70.4,34,45,75.6,6,12,50.0,0,0.4,0.2,-0.4,7,9,4,1,16,ITA-Serie A,2024,passing
SVN,MF,29-186,1995,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,FW,24-025,2001,4.6,50,72,69.4,725,123,24,29,82.8,21,25,84.0,1,2,50.0,0,0.6,0.2,-0.6,7,3,2,0,8,ITA-Serie A,2024,passing
GEO,DF,20-290,2004,23.3,608,780,77.9,12221,4101,185,214,86.4,342,392,87.2,77,151,51.0,0,0.1,0.1,-0.1,2,36,0,0,35,ITA-Serie A,2024,passing
POL,DF,25-006,2000,2.0,48,62,77.4,874,473,21,26,80.8,18,21,85.7,7,11,63.6,0,0.1,0.0,-0.1,1,6,1,0,8,ITA-Serie A,2024,passing
ITA,"MF,FW",22-283,2002,20.3,361,609,59.3,5457,2224,190,266,71.4,107,169,63.3,35,79,44.3,0,1.9,1.8,-1.9,30,47,21,2,71,ITA-Serie A,2024,passing
POL,MF,27-198,1997,1.2,27,33,81.8,338,109,15,15,100.0,9,10,90.0,0,2,0.0,0,0.0,0.0,0.0,0,0,1,0,1,ITA-Serie A,2024,passing
ITA,FW,17-041,2008,0.3,9,13,69.2,127,0,3,6,50.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
NGA,DF,29-116,1995,0.3,15,19,78.9,201,112,9,10,90.0,5,7,71.4,0,0,,0,0.0,0.0,0.0,0,0,1,1,0,ITA-Serie A,2024,passing
UKR,"MF,DF",29-056,1996,0.6,22,28,78.6,359,56,7,10,70.0,13,16,81.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,3,ITA-Serie A,2024,passing
MAR,MF,26-232,1998,16.8,398,560,71.1,6528,2261,194,240,80.8,145,196,74.0,36,74,48.6,1,0.9,0.4,0.1,12,62,11,2,72,ITA-Serie A,2024,passing
ISL,"MF,FW",27-300,1997,10.9,288,354,81.4,4231,896,151,163,92.6,104,125,83.2,12,28,42.9,0,1.1,0.6,-1.1,10,26,2,0,31,ITA-Serie A,2024,passing
ITA,MF,22-192,2002,0.2,9,12,75.0,191,17,3,5,60.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,ITA-Serie A,2024,passing
MAR,MF,23-077,2002,8.1,350,403,86.8,5496,1219,166,178,93.3,158,178,88.8,15,21,71.4,0,0.2,0.3,-0.2,6,33,3,0,32,ITA-Serie A,2024,passing
ITA,"FW,MF",25-335,1999,15.7,360,447,80.5,5676,1174,203,218,93.1,123,154,79.9,25,52,48.1,1,1.3,1.3,-0.3,17,18,15,1,56,ITA-Serie A,2024,passing
CZE,MF,30-129,1994,0.6,17,20,85.0,228,77,8,10,80.0,8,9,88.9,0,0,,0,0.3,0.1,-0.3,3,1,1,0,2,ITA-Serie A,2024,passing
ITA,MF,20-258,2004,2.8,95,123,77.2,1377,284,51,67,76.1,38,44,86.4,2,3,66.7,0,0.0,0.1,0.0,1,6,1,1,11,ITA-Serie A,2024,passing
CIV,"FW,MF",27-126,1997,6.9,137,197,69.5,2017,386,73,94,77.7,42,60,70.0,12,17,70.6,1,1.5,0.7,-0.5,9,10,4,1,16,ITA-Serie A,2024,passing
ITA,DF,32-222,1992,4.8,259,309,83.8,4734,1698,107,115,93.0,122,132,92.4,26,51,51.0,0,0.3,0.5,-0.3,6,16,3,2,15,ITA-Serie A,2024,passing
ITA,MF,30-248,1994,16.2,709,839,84.5,11968,3802,328,361,90.9,310,342,90.6,53,103,51.5,0,0.6,0.6,-0.6,13,73,9,2,78,ITA-Serie A,2024,passing
ESP,GK,34-155,1990,28.0,663,916,72.4,20706,15647,87,87,100.0,291,295,98.6,284,526,54.0,1,0.4,0.0,0.6,3,18,0,0,0,ITA-Serie A,2024,passing
BRA,DF,26-145,1998,29.6,1144,1476,77.5,20544,6442,458,533,85.9,580,699,83.0,91,180,50.6,4,3.7,3.8,0.3,30,74,33,19,110,ITA-Serie A,2024,passing
ITA,"MF,FW",22-330,2002,9.5,282,344,82.0,4672,1058,139,159,87.4,112,125,89.6,24,32,75.0,2,1.5,0.8,0.5,11,18,4,0,37,ITA-Serie A,2024,passing
ITA,"DF,MF",24-153,2000,9.0,277,346,80.1,4546,1480,144,163,88.3,107,132,81.1,19,29,65.5,0,0.8,0.8,-0.8,4,21,7,2,34,ITA-Serie A,2024,passing
FRA,"FW,MF",26-344,1998,3.7,86,102,84.3,1227,271,52,57,91.2,26,32,81.3,3,4,75.0,0,0.1,0.4,-0.1,2,7,4,0,13,ITA-Serie A,2024,passing
ITA,DF,25-353,1999,28.6,1256,1459,86.1,23909,8689,446,476,93.7,652,698,93.4,140,238,58.8,2,1.5,1.2,0.5,11,60,7,3,62,ITA-Serie A,2024,passing
ARG,"MF,FW",24-013,2001,17.7,403,514,78.4,6194,1281,210,248,84.7,145,176,82.4,25,43,58.1,4,2.9,1.8,1.1,27,35,15,3,55,ITA-Serie A,2024,passing
ARG,DF,28-336,1996,3.9,226,255,88.6,4391,1769,78,83,94.0,121,132,91.7,26,36,72.2,0,0.0,0.1,0.0,1,15,0,0,14,ITA-Serie A,2024,passing
ITA,FW,19-059,2006,0.1,5,6,83.3,66,21,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
CRO,DF,27-212,1997,10.0,397,447,88.8,7928,2816,108,121,89.3,233,245,95.1,47,63,74.6,0,0.2,0.2,-0.2,5,24,2,0,15,ITA-Serie A,2024,passing
ARG,DF,21-199,2003,1.6,58,71,81.7,1022,367,24,28,85.7,26,29,89.7,5,7,71.4,0,0.0,0.0,0.0,1,5,2,0,6,ITA-Serie A,2024,passing
ITA,"FW,MF",27-063,1998,5.9,135,188,71.8,2106,622,61,71,85.9,53,71,74.6,11,21,52.4,0,0.6,0.5,-0.6,3,13,5,2,20,ITA-Serie A,2024,passing
ITA,"DF,FW",20-275,2004,1.4,43,68,63.2,688,215,21,25,84.0,20,28,71.4,2,11,18.2,0,0.2,0.0,-0.2,1,4,1,0,8,ITA-Serie A,2024,passing
ITA,FW,25-042,2000,26.0,199,284,70.1,3101,492,112,139,80.6,65,98,66.3,14,16,87.5,3,1.8,1.0,1.2,16,10,8,1,23,ITA-Serie A,2024,passing
ITA,MF,24-058,2001,5.6,236,290,81.4,4000,1194,110,123,89.4,90,105,85.7,26,44,59.1,2,1.5,1.3,0.5,8,20,6,0,26,ITA-Serie A,2024,passing
ITA,FW,25-283,1999,2.9,34,52,65.4,549,111,16,20,80.0,14,21,66.7,2,4,50.0,0,0.1,0.2,-0.1,2,3,0,0,4,ITA-Serie A,2024,passing
ESP,DF,31-223,1993,5.2,187,209,89.5,3340,1317,67,73,91.8,107,111,96.4,11,19,57.9,0,0.0,0.0,0.0,0,6,0,0,10,ITA-Serie A,2024,passing
ITA,DF,20-050,2005,21.6,929,1085,85.6,19230,5426,234,267,87.6,563,613,91.8,124,176,70.5,0,0.5,0.2,-0.5,5,49,2,0,58,ITA-Serie A,2024,passing
ITA,GK,35-034,1990,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,"FW,MF",25-312,1999,9.3,196,278,70.5,3011,484,107,132,81.1,80,108,74.1,7,22,31.8,1,0.9,1.0,0.1,12,5,12,4,18,ITA-Serie A,2024,passing
GER,DF,30-280,1994,22.9,850,1117,76.1,14543,5723,390,458,85.2,389,496,78.4,63,120,52.5,4,1.9,1.5,2.1,22,61,28,10,84,ITA-Serie A,2024,passing
ITA,MF,27-286,1997,14.8,500,638,78.4,9154,2842,207,235,88.1,236,287,82.2,51,91,56.0,2,2.0,1.6,0.0,17,53,11,5,55,ITA-Serie A,2024,passing
MAR,MF,28-233,1996,2.0,112,133,84.2,2140,528,46,50,92.0,50,59,84.7,13,20,65.0,0,0.1,0.1,-0.1,2,10,0,0,14,ITA-Serie A,2024,passing
ITA,MF,18-152,2006,0.1,1,3,33.3,22,19,0,0,,1,3,33.3,0,0,,0,0.0,0.1,0.0,1,0,0,0,1,ITA-Serie A,2024,passing
FRA,MF,24-256,2000,12.5,654,804,81.3,12894,4220,275,303,90.8,263,293,89.8,108,179,60.3,4,2.2,2.0,1.8,21,80,10,3,97,ITA-Serie A,2024,passing
ESP,DF,27-354,1997,28.2,1017,1410,72.1,18987,7400,410,464,88.4,456,585,77.9,133,305,43.6,4,4.6,5.4,-0.6,56,67,24,16,82,ITA-Serie A,2024,passing
URU,DF,20-182,2004,10.0,280,359,78.0,5637,1806,72,89,80.9,181,205,88.3,25,50,50.0,0,0.2,0.3,-0.2,3,10,4,2,15,ITA-Serie A,2024,passing
ITA,DF,22-198,2002,0.5,12,20,60.0,236,47,3,4,75.0,8,13,61.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
ITA,DF,26-209,1998,7.9,266,341,78.0,5278,2121,97,110,88.2,128,152,84.2,35,64,54.7,0,0.0,0.2,0.0,1,35,4,3,26,ITA-Serie A,2024,passing
ITA,"FW,DF",24-190,2000,17.3,305,457,66.7,5019,1559,157,191,82.2,118,169,69.8,21,53,39.6,0,1.6,1.0,-1.6,19,9,20,12,26,ITA-Serie A,2024,passing
ITA,FW,25-327,1999,26.8,354,567,62.4,5116,865,191,263,72.6,120,189,63.5,19,35,54.3,1,1.6,1.2,-0.6,13,20,7,2,39,ITA-Serie A,2024,passing
ENG,"DF,MF",21-089,2004,2.3,58,78,74.4,883,355,30,38,78.9,25,32,78.1,2,4,50.0,0,0.0,0.0,0.0,1,2,0,0,6,ITA-Serie A,2024,passing
GHA,FW,31-019,1994,5.4,63,88,71.6,933,160,33,48,68.8,25,28,89.3,2,5,40.0,3,0.7,0.2,2.3,7,6,1,0,7,ITA-Serie A,2024,passing
NGA,"FW,MF",23-056,2002,0.5,6,7,85.7,53,28,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,ITA-Serie A,2024,passing
NOR,MF,26-030,1999,1.8,69,86,80.2,1180,161,30,38,78.9,33,35,94.3,4,5,80.0,0,0.1,0.0,-0.1,3,1,0,0,5,ITA-Serie A,2024,passing
ITA,"MF,FW",21-251,2003,17.8,404,545,74.1,7038,1983,195,222,87.8,149,182,81.9,43,95,45.3,3,2.0,2.1,1.0,21,24,13,2,53,ITA-Serie A,2024,passing
ITA,MF,21-065,2004,0.1,4,6,66.7,55,19,2,3,66.7,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,"MF,FW",26-052,1999,1.0,9,16,56.3,197,105,2,2,100.0,6,8,75.0,1,2,50.0,1,0.5,0.2,0.5,1,1,1,0,1,ITA-Serie A,2024,passing
URU,MF,29-304,1995,0.3,11,15,73.3,139,33,4,5,80.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2,ITA-Serie A,2024,passing
ITA,DF,17-047,2008,0.9,12,17,70.6,275,122,3,5,60.0,7,7,100.0,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,2,ITA-Serie A,2024,passing
CMR,MF,25-093,2000,1.8,60,74,81.1,1013,216,29,33,87.9,24,32,75.0,6,7,85.7,0,0.1,0.0,-0.1,2,4,0,0,7,ITA-Serie A,2024,passing
ITA,"FW,MF",18-151,2006,7.3,95,142,66.9,1241,381,54,73,74.0,26,39,66.7,4,6,66.7,1,1.0,0.5,0.0,10,8,4,0,14,ITA-Serie A,2024,passing
MEX,DF,26-171,1998,28.4,1253,1475,84.9,23846,7562,389,437,89.0,749,802,93.4,101,190,53.2,0,0.3,0.4,-0.3,7,61,6,2,82,ITA-Serie A,2024,passing
BRA,"MF,FW",33-333,1991,6.0,105,157,66.9,1829,594,51,63,81.0,41,62,66.1,11,23,47.8,1,0.3,0.3,0.7,5,16,5,1,22,ITA-Serie A,2024,passing
BEL,DF,22-303,2002,18.1,828,964,85.9,14696,4827,312,348,89.7,442,486,90.9,56,93,60.2,0,0.2,0.1,-0.2,3,31,2,1,47,ITA-Serie A,2024,passing
ISR,"MF,FW",19-196,2005,1.8,43,50,86.0,853,310,16,18,88.9,18,21,85.7,7,9,77.8,0,0.1,0.1,-0.1,2,6,1,0,6,ITA-Serie A,2024,passing
ITA,"FW,MF",18-293,2006,0.7,13,26,50.0,237,38,6,11,54.5,5,5,100.0,1,4,25.0,0,0.2,0.1,-0.2,2,0,3,1,2,ITA-Serie A,2024,passing
ITA,"FW,MF",34-242,1990,0.7,4,15,26.7,102,18,1,5,20.0,2,5,40.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
ITA,DF,31-122,1993,14.8,678,778,87.1,13729,4959,179,199,89.9,415,446,93.0,79,120,65.8,0,0.2,0.2,-0.2,2,16,2,1,23,ITA-Serie A,2024,passing
CIV,"FW,MF",28-196,1996,2.6,49,71,69.0,752,162,33,40,82.5,13,18,72.2,3,5,60.0,1,0.6,0.7,0.4,5,2,3,2,4,ITA-Serie A,2024,passing
CRO,MF,36-045,1989,14.9,619,767,80.7,10698,3510,276,323,85.4,274,305,89.8,53,104,51.0,0,1.1,0.9,-1.1,12,70,9,0,80,ITA-Serie A,2024,passing
DEN,MF,24-004,2001,29.5,913,1079,84.6,13710,2827,486,538,90.3,357,407,87.7,33,55,60.0,0,0.7,0.6,-0.7,10,67,9,0,91,ITA-Serie A,2024,passing
NOR,MF,28-341,1996,18.1,298,448,66.5,3906,1529,180,239,75.3,83,129,64.3,11,16,68.8,1,1.9,1.1,-0.9,23,43,10,1,53,ITA-Serie A,2024,passing
ITA,GK,32-053,1993,24.0,552,780,70.8,15367,10747,105,106,99.1,273,276,98.9,174,396,43.9,0,0.0,0.0,0.0,0,6,0,0,0,ITA-Serie A,2024,passing
ITA,MF,24-074,2001,10.2,301,400,75.3,4784,1078,145,174,83.3,121,147,82.3,24,47,51.1,0,0.1,0.3,-0.1,4,24,3,2,31,ITA-Serie A,2024,passing
ITA,GK,30-024,1995,7.0,206,250,82.4,5777,4236,34,34,100.0,108,108,100.0,64,108,59.3,0,0.0,0.0,0.0,0,3,0,0,0,ITA-Serie A,2024,passing
UKR,"MF,FW",31-342,1993,4.3,164,201,81.6,2906,846,82,94,87.2,62,73,84.9,18,28,64.3,2,1.5,0.7,0.5,8,22,9,0,32,ITA-Serie A,2024,passing
ITA,DF,32-088,1993,19.3,656,974,67.4,12569,6332,246,280,87.9,325,439,74.0,73,196,37.2,1,1.5,1.2,-0.5,15,67,25,11,72,ITA-Serie A,2024,passing
POR,"FW,MF",25-027,2000,10.5,130,213,61.0,2005,523,69,91,75.8,50,72,69.4,8,19,42.1,2,2.7,1.4,-0.7,11,9,8,5,14,ITA-Serie A,2024,passing
NED,"MF,FW",27-088,1998,5.1,160,202,79.2,2324,580,96,106,90.6,54,69,78.3,6,15,40.0,2,0.4,0.6,1.6,4,16,3,2,21,ITA-Serie A,2024,passing
ITA,"FW,MF",18-171,2006,0.1,6,8,75.0,90,18,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,ITA-Serie A,2024,passing
SWE,FW,24-031,2001,15.5,244,346,70.5,3228,640,141,179,78.8,69,91,75.8,9,16,56.3,1,2.0,0.8,-1.0,18,21,12,1,30,ITA-Serie A,2024,passing
FRA,MF,25-320,1999,3.4,74,101,73.3,1275,449,32,41,78.0,35,46,76.1,5,9,55.6,0,0.2,0.1,-0.2,4,12,2,0,14,ITA-Serie A,2024,passing
DEN,"FW,MF",24-314,2000,15.4,186,270,68.9,2684,474,98,125,78.4,61,82,74.4,12,26,46.2,1,0.9,1.1,0.1,11,10,8,1,27,ITA-Serie A,2024,passing
SEN,MF,25-082,2000,6.4,137,171,80.1,2242,384,65,82,79.3,54,65,83.1,12,14,85.7,0,0.0,0.2,0.0,1,15,1,0,17,ITA-Serie A,2024,passing
CPV,"FW,MF",23-342,2001,9.1,76,143,53.1,1031,254,44,72,61.1,21,35,60.0,3,7,42.9,1,0.9,0.8,0.1,7,8,3,1,12,ITA-Serie A,2024,passing
POR,MF,25-000,2000,4.5,194,235,82.6,3055,966,105,120,87.5,66,74,89.2,14,27,51.9,0,0.1,0.1,-0.1,3,18,1,0,25,ITA-Serie A,2024,passing
COL,FW,25-173,1999,11.7,169,250,67.6,2145,426,111,150,74.0,41,56,73.2,4,10,40.0,1,1.3,0.8,-0.3,12,12,4,0,21,ITA-Serie A,2024,passing
ENG,DF,22-098,2003,1.1,32,46,69.6,421,208,19,20,95.0,10,18,55.6,0,3,0.0,0,0.0,0.0,0.0,0,1,1,0,2,ITA-Serie A,2024,passing
ITA,DF,22-095,2003,16.6,484,602,80.4,9603,3443,163,183,89.1,264,294,89.8,55,112,49.1,0,0.2,0.4,-0.2,4,42,2,2,39,ITA-Serie A,2024,passing
SRB,"DF,FW",34-208,1990,15.5,294,476,61.8,4766,1797,158,200,79.0,108,173,62.4,23,73,31.5,3,3.4,1.8,-0.4,18,17,15,7,35,ITA-Serie A,2024,passing
ITA,DF,33-168,1991,2.9,65,95,68.4,1056,387,34,39,87.2,23,38,60.5,6,13,46.2,0,0.1,0.1,-0.1,2,6,3,3,3,ITA-Serie A,2024,passing
ITA,DF,21-104,2003,26.5,753,930,81.0,14779,5447,210,256,82.0,480,522,92.0,59,126,46.8,0,0.1,0.2,-0.1,3,27,0,0,41,ITA-Serie A,2024,passing
CRO,DF,25-122,1999,16.1,424,575,73.7,7257,2342,212,245,86.5,162,208,77.9,43,87,49.4,0,1.7,1.7,-1.7,18,24,13,9,33,ITA-Serie A,2024,passing
GER,"FW,MF",23-267,2001,0.8,16,20,80.0,198,42,7,7,100.0,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,1,1,1,ITA-Serie A,2024,passing
AUT,DF,23-349,2001,10.0,335,395,84.8,5280,2428,169,183,92.3,144,164,87.8,17,32,53.1,0,0.1,0.1,-0.1,2,24,3,1,34,ITA-Serie A,2024,passing
ITA,DF,29-189,1995,11.8,317,393,80.7,6348,2269,100,119,84.0,184,201,91.5,32,67,47.8,0,0.0,0.1,0.0,1,22,0,0,31,ITA-Serie A,2024,passing
CYP,"MF,FW",27-071,1998,9.0,199,288,69.1,3337,1194,100,128,78.1,67,92,72.8,24,45,53.3,1,1.6,0.9,-0.6,10,28,7,1,32,ITA-Serie A,2024,passing
