league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
FRA-Ligue 1,2023,Lille,Samuel Umtiti,FRA,DF,29,1993,2.1,1,1,0,1,0,1,4,25.0,3,0,0,0,2,3,4,0,defense
FRA-Ligue 1,2023,Lille,Tiago Fonseca Morais,POR,FW,19,2003,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,defense
FRA-Ligue 1,2023,Lille,Tiago Santos,POR,DF,21,2002,26.3,63,42,31,19,13,30,52,57.7,22,24,5,19,15,78,37,0,defense
FRA-Ligue 1,2023,Lille,Trévis Dago,CIV,"FW,MF",18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,defense
FRA-Ligue 1,2023,Lille,Vito Mannone,ITA,GK,35,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lille,Yusuf Yazıcı,TUR,"MF,FW",26,1997,14.6,19,11,6,9,4,4,15,26.7,11,10,1,9,5,24,5,0,defense
FRA-Ligue 1,2023,Lorient,Adrian Grbić,AUT,FW,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lorient,Aurélien Pelon,FRA,DF,19,2004,1.0,1,0,1,0,0,0,2,0.0,2,2,2,0,0,1,7,0,defense
FRA-Ligue 1,2023,Lorient,Ayman Kari,FRA,MF,18,2004,9.9,18,14,9,9,0,12,19,63.2,7,19,2,17,6,24,9,1,defense
FRA-Ligue 1,2023,Lorient,Badredine Bouanani,ALG,MF,18,2004,4.9,4,2,1,1,2,2,4,50.0,2,3,0,3,2,6,3,0,defense
FRA-Ligue 1,2023,Lorient,Bamba Dieng,SEN,FW,23,2000,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0,defense
FRA-Ligue 1,2023,Lorient,Bamo Meïté,CIV,DF,21,2001,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0,defense
FRA-Ligue 1,2023,Lorient,Bassirou Ndiaye,SEN,FW,21,2002,1.7,5,2,2,2,1,3,5,60.0,2,1,1,0,1,6,0,0,defense
FRA-Ligue 1,2023,Lorient,Benjamin Mendy,FRA,DF,29,1994,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0,defense
FRA-Ligue 1,2023,Lorient,Bonke Innocent,NGA,MF,27,1996,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0,defense
FRA-Ligue 1,2023,Lorient,Darlin Yongwa,CMR,DF,22,2000,12.9,30,23,17,11,2,14,25,56.0,11,14,2,12,15,45,36,0,defense
FRA-Ligue 1,2023,Lorient,Dembo Sylla,GUI,DF,20,2002,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,defense
FRA-Ligue 1,2023,Lorient,Eli Junior Kroupi,FRA,"FW,MF",17,2006,12.0,7,4,2,2,3,1,9,11.1,8,6,0,6,10,17,5,0,defense
FRA-Ligue 1,2023,Lorient,Formose Mendy,SEN,DF,22,2001,14.0,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1,defense
FRA-Ligue 1,2023,Lorient,Gedeon Kalulu,COD,DF,25,1997,10.8,23,17,13,8,2,12,22,54.5,10,18,2,16,5,28,30,0,defense
FRA-Ligue 1,2023,Lorient,Gino Caoki,FRA,MF,19,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lorient,Ibrahima Koné,MLI,FW,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lorient,Igor Carioca,BRA,"DF,MF",26,1996,2.9,8,6,6,1,1,4,6,66.7,2,0,0,0,3,11,6,0,defense
FRA-Ligue 1,2023,Lorient,Imran Louza,MAR,MF,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,defense
FRA-Ligue 1,2023,Lorient,Jean-Victor Makengo,FRA,"MF,FW",25,1998,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,defense
FRA-Ligue 1,2023,Lorient,Joel Mvuka,NOR,"DF,FW",20,2002,2.2,5,3,3,1,1,3,7,42.9,4,1,0,1,2,7,1,0,defense
FRA-Ligue 1,2023,Lorient,Julien Laporte,FRA,DF,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1,defense
FRA-Ligue 1,2023,Lorient,Julien Ponceau,FRA,MF,22,2000,24.9,32,15,12,14,6,9,30,30.0,21,22,1,21,19,51,20,0,defense
FRA-Ligue 1,2023,Lorient,Laurent Abergel,FRA,MF,30,1993,31.8,85,52,43,34,8,38,96,39.6,58,29,6,23,61,146,61,3,defense
FRA-Ligue 1,2023,Lorient,Loris Mouyokolo,FRA,DF,22,2001,1.0,4,1,4,0,0,1,1,100.0,0,1,0,1,0,4,3,0,defense
FRA-Ligue 1,2023,Lorient,Mohamed Bamba,CIV,FW,21,2001,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0,defense
FRA-Ligue 1,2023,Lorient,Montassar Talbi,TUN,DF,25,1998,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,defense
FRA-Ligue 1,2023,Lorient,Nathaniel Adjei,GHA,DF,20,2002,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1,defense
FRA-Ligue 1,2023,Lorient,Pablo Pagis,FRA,MF,20,2002,1.8,10,6,5,4,1,6,10,60.0,4,2,0,2,3,13,1,0,defense
FRA-Ligue 1,2023,Lorient,Panos Katseris,GRE,DF,22,2001,11.6,26,20,16,8,2,16,25,64.0,9,20,4,16,8,34,18,0,defense
FRA-Ligue 1,2023,Lorient,Romain Faivre,FRA,"MF,FW",25,1998,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1,defense
FRA-Ligue 1,2023,Lorient,Royce Openda Owaga,GAB,FW,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lorient,Siriné Doucouré,MLI,FW,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0,defense
FRA-Ligue 1,2023,Lorient,Souleymane Touré,FRA,DF,20,2003,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,defense
FRA-Ligue 1,2023,Lorient,Théo Le Bris,FRA,"DF,MF",20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0,defense
FRA-Ligue 1,2023,Lorient,Tiemoué Bakayoko,FRA,MF,28,1994,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,defense
FRA-Ligue 1,2023,Lorient,Tosin Aiyegun,BEN,"MF,FW",25,1998,10.0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0,defense
FRA-Ligue 1,2023,Lorient,Vincent Le Goff,FRA,"DF,MF",33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0,defense
FRA-Ligue 1,2023,Lorient,Yvon Mvogo,SUI,GK,29,1994,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,3,defense
FRA-Ligue 1,2023,Lyon,Adryelson,BRA,"DF,FW",25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,defense
FRA-Ligue 1,2023,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25,1997,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,defense
FRA-Ligue 1,2023,Lyon,Alexandre Lacazette,FRA,FW,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,defense
FRA-Ligue 1,2023,Lyon,Amin Sarr,SWE,"FW,MF",22,2001,1.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,defense
FRA-Ligue 1,2023,Lyon,Anthony Lopes,POR,GK,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,defense
FRA-Ligue 1,2023,Lyon,Bradley Barcola,FRA,FW,20,2002,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,defense
FRA-Ligue 1,2023,Lyon,Chaim El Djebali,TUN,MF,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lyon,Clinton Mata,ANG,DF,30,1992,24.7,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,defense
FRA-Ligue 1,2023,Lyon,Corentin Tolisso,FRA,MF,28,1994,19.3,33,21,13,11,9,14,33,42.4,19,26,9,17,10,43,18,0,defense
FRA-Ligue 1,2023,Lyon,Dejan Lovren,CRO,DF,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,defense
FRA-Ligue 1,2023,Lyon,Diego Moreira,POR,"FW,MF",18,2004,3.0,0,0,0,0,0,0,3,0.0,3,3,0,3,2,2,5,0,defense
FRA-Ligue 1,2023,Lyon,Duje Ćaleta-Car,CRO,DF,26,1996,22.1,26,11,19,6,1,18,22,81.8,4,27,14,13,18,44,94,1,defense
FRA-Ligue 1,2023,Lyon,Ernest Nuamah,GHA,"FW,MF",19,2003,20.4,28,14,18,6,4,12,38,31.6,26,15,1,14,8,36,9,0,defense
FRA-Ligue 1,2023,Lyon,Gift Orban,NGA,FW,21,2002,5.3,4,3,0,1,3,1,4,25.0,3,2,0,2,1,5,2,1,defense
FRA-Ligue 1,2023,Lyon,Henrique,BRA,DF,29,1994,6.7,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0,defense
FRA-Ligue 1,2023,Lyon,Jake O'Brien,IRL,DF,22,2001,26.3,22,16,16,5,1,14,20,70.0,6,23,18,5,12,34,98,1,defense
FRA-Ligue 1,2023,Lyon,Jeffinho,BRA,"FW,MF",23,1999,3.4,11,4,3,5,3,4,11,36.4,7,1,0,1,0,11,0,0,defense
FRA-Ligue 1,2023,Lyon,Johann Lepenant,FRA,MF,20,2002,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0,0,defense
FRA-Ligue 1,2023,Lyon,Mahamadou Diawara,FRA,MF,18,2005,4.0,9,6,4,5,0,3,11,27.3,8,4,1,3,4,13,4,0,defense
FRA-Ligue 1,2023,Lyon,Malick Fofana,BEL,FW,18,2005,6.2,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0,defense
FRA-Ligue 1,2023,Lyon,Mama Samba Baldé,GNB,"FW,MF",27,1995,6.1,8,5,1,2,5,3,9,33.3,6,0,0,0,3,11,1,1,defense
FRA-Ligue 1,2023,Lyon,Mamadou Sarr,FRA,DF,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lyon,Maxence Caqueret,FRA,MF,23,2000,33.6,91,64,39,37,15,38,107,35.5,69,40,9,31,48,139,26,2,defense
FRA-Ligue 1,2023,Lyon,Mohamed El Arouch,FRA,FW,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Lyon,Nemanja Matić,SRB,MF,34,1988,13.9,17,11,8,7,2,9,19,47.4,10,17,6,11,16,33,17,1,defense
FRA-Ligue 1,2023,Lyon,Nicolás Tagliafico,ARG,DF,30,1992,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,defense
FRA-Ligue 1,2023,Lyon,Orel Mangala,BEL,MF,25,1998,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,defense
FRA-Ligue 1,2023,Lyon,Paul Akouokou,CIV,MF,25,1997,3.4,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0,defense
FRA-Ligue 1,2023,Lyon,Rayan Cherki,FRA,"MF,FW",19,2003,19.1,28,15,4,16,8,17,46,37.0,29,13,3,10,7,35,1,0,defense
FRA-Ligue 1,2023,Lyon,Rémy Riou,FRA,GK,35,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,defense
FRA-Ligue 1,2023,Lyon,Sael Kumbedi,FRA,DF,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,defense
FRA-Ligue 1,2023,Lyon,Saïd Benrahma,ALG,"FW,MF",27,1995,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,defense
FRA-Ligue 1,2023,Lyon,Sinaly Diomande,CIV,DF,22,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1,defense
FRA-Ligue 1,2023,Lyon,Skelly Alvero,FRA,MF,21,2002,4.7,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0,defense
FRA-Ligue 1,2023,Lyon,Tino Kadewere,ZIM,"FW,MF",27,1996,3.3,1,1,0,1,0,1,5,20.0,4,3,1,2,5,6,7,0,defense
FRA-Ligue 1,2023,Marseille,Amine Harit,MAR,"MF,FW",26,1997,20.2,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0,defense
FRA-Ligue 1,2023,Marseille,Azzedine Ounahi,MAR,MF,23,2000,13.4,25,11,9,14,2,11,32,34.4,21,6,1,5,11,36,8,0,defense
FRA-Ligue 1,2023,Marseille,Bamo Meïté,CIV,DF,21,2001,7.1,16,10,13,3,0,8,12,66.7,4,11,5,6,11,27,35,0,defense
FRA-Ligue 1,2023,Marseille,Bilal Nadir,MAR,"MF,FW",19,2003,1.3,4,3,2,2,0,1,2,50.0,1,0,0,0,2,6,2,0,defense
FRA-Ligue 1,2023,Marseille,Chancel Mbemba,COD,DF,28,1994,24.5,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,defense
FRA-Ligue 1,2023,Marseille,Emran Soglo,ENG,"MF,DF",18,2005,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,defense
FRA-Ligue 1,2023,Marseille,Faris Pemi Moumbagna,CMR,FW,23,2000,6.1,2,1,0,2,0,0,3,0.0,3,4,0,4,3,5,1,0,defense
FRA-Ligue 1,2023,Marseille,François Mughe,CMR,"MF,DF",19,2004,2.0,0,0,0,0,0,0,3,0.0,3,2,0,2,1,1,1,0,defense
FRA-Ligue 1,2023,Marseille,Geoffrey Kondogbia,CTA,MF,30,1993,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25,0,defense
FRA-Ligue 1,2023,Marseille,Iliman Ndiaye,SEN,"FW,MF",23,2000,18.0,21,18,5,11,5,11,29,37.9,18,14,2,12,6,27,6,0,defense
FRA-Ligue 1,2023,Marseille,Ismaila Sarr,SEN,"FW,MF",25,1998,16.1,14,8,2,10,2,6,17,35.3,11,21,6,15,13,27,11,0,defense
FRA-Ligue 1,2023,Marseille,Jean Onana,CMR,MF,23,2000,6.3,23,14,6,14,3,13,25,52.0,12,10,2,8,11,34,11,1,defense
FRA-Ligue 1,2023,Marseille,Joaquín Correa,ARG,"FW,MF",28,1994,4.8,7,5,4,2,1,0,8,0.0,8,2,0,2,1,8,1,0,defense
FRA-Ligue 1,2023,Marseille,Jonathan Clauss,FRA,DF,30,1992,23.0,47,20,22,19,6,26,49,53.1,23,17,3,14,36,83,46,0,defense
FRA-Ligue 1,2023,Marseille,Jordan Veretout,FRA,MF,30,1993,24.3,38,22,19,13,6,18,39,46.2,21,20,4,16,13,51,25,0,defense
FRA-Ligue 1,2023,Marseille,Keyliane Abdallah,FRA,FW,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Marseille,Leonardo Balerdi,ARG,DF,24,1999,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,defense
FRA-Ligue 1,2023,Marseille,Luis Henrique,BRA,"FW,DF",21,2001,8.7,8,7,4,1,3,4,7,57.1,3,9,0,9,8,16,3,0,defense
FRA-Ligue 1,2023,Marseille,Mattéo Guendouzi,FRA,MF,24,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,defense
FRA-Ligue 1,2023,Marseille,Michael Amir Murillo,PAN,DF,27,1996,11.1,23,11,13,6,4,15,23,65.2,8,9,2,7,11,34,34,2,defense
FRA-Ligue 1,2023,Marseille,Noam Mayoka-Tika,BEL,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Marseille,Pape Gueye,SEN,"MF,DF",24,1999,8.5,33,21,11,19,3,13,19,68.4,6,17,3,14,13,46,12,0,defense
FRA-Ligue 1,2023,Marseille,Pau López,ESP,GK,28,1994,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,defense
FRA-Ligue 1,2023,Marseille,Pierre-Emerick Aubameyang,GAB,FW,34,1989,29.1,22,14,4,11,7,7,26,26.9,19,30,5,25,9,31,26,0,defense
FRA-Ligue 1,2023,Marseille,Quentin Merlin,FRA,DF,21,2002,7.8,13,12,7,5,1,8,20,40.0,12,4,0,4,6,19,14,0,defense
FRA-Ligue 1,2023,Marseille,Raimane Daou,COM,"DF,MF",18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,defense
FRA-Ligue 1,2023,Marseille,Renan Lodi,BRA,DF,25,1998,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,defense
FRA-Ligue 1,2023,Marseille,Rubén Blanco,ESP,GK,28,1995,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Marseille,Samuel Gigot,FRA,DF,29,1993,19.2,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,defense
FRA-Ligue 1,2023,Marseille,Sofiane Sidi Ali,FRA,MF,28,1995,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,defense
FRA-Ligue 1,2023,Marseille,Ulisses Garcia,SUI,DF,27,1996,10.1,21,16,6,13,2,13,20,65.0,7,8,3,5,7,28,13,2,defense
FRA-Ligue 1,2023,Marseille,Valentin Rongier,FRA,MF,28,1994,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,defense
FRA-Ligue 1,2023,Marseille,Vitinha,POR,FW,23,2000,10.3,14,8,3,5,6,3,12,25.0,9,11,2,9,5,19,8,0,defense
FRA-Ligue 1,2023,Metz,Ablie Jallow,GAM,"MF,FW",24,1998,10.2,8,5,2,3,3,3,5,60.0,2,4,0,4,8,16,3,0,defense
FRA-Ligue 1,2023,Metz,Abou Lô,SEN,"MF,DF",23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8,0,defense
FRA-Ligue 1,2023,Metz,Alexandre Oukidja,ALG,GK,35,1988,33.2,2,1,2,0,0,1,2,50.0,1,1,0,1,3,5,24,3,defense
FRA-Ligue 1,2023,Metz,Arthur Atta,FRA,"MF,FW",20,2003,10.3,18,14,8,7,3,8,19,42.1,11,13,3,10,10,28,23,0,defense
FRA-Ligue 1,2023,Metz,Benjamin Tetteh,GHA,"FW,MF",26,1997,3.1,6,6,1,5,0,4,7,57.1,3,0,0,0,0,6,1,0,defense
FRA-Ligue 1,2023,Metz,Cheikh Tidiane Sabaly,SEN,"FW,MF",24,1999,15.3,40,20,23,12,5,16,40,40.0,24,19,2,17,10,50,14,0,defense
FRA-Ligue 1,2023,Metz,Christophe Hérelle,MTQ,DF,30,1992,18.0,32,15,24,7,1,13,23,56.5,10,16,9,7,18,50,68,2,defense
FRA-Ligue 1,2023,Metz,Danley Jean-Jacques,HAI,MF,23,2000,29.8,54,28,24,21,9,19,56,33.9,37,48,7,41,44,98,44,0,defense
FRA-Ligue 1,2023,Metz,Didier Lamkel Zé,CMR,"FW,MF",26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11,0,defense
FRA-Ligue 1,2023,Metz,Fali Candé,GNB,DF,25,1998,20.5,40,19,31,9,0,20,35,57.1,15,41,28,13,20,60,107,1,defense
FRA-Ligue 1,2023,Metz,Georges Mikautadze,GEO,FW,22,2000,19.4,4,3,1,2,1,0,9,0.0,9,11,0,11,8,12,3,0,defense
FRA-Ligue 1,2023,Metz,Guillaume Dietsch,FRA,GK,22,2001,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Metz,Habib Maïga,CIV,"MF,FW",27,1996,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,4,6,2,0,defense
FRA-Ligue 1,2023,Metz,Ibou Sané,SEN,"MF,FW",18,2005,1.4,6,4,2,1,3,2,2,100.0,0,3,0,3,1,7,2,0,defense
FRA-Ligue 1,2023,Metz,Ismaël Traoré,CIV,DF,36,1986,24.7,19,12,13,6,0,8,21,38.1,13,33,20,13,30,49,86,0,defense
FRA-Ligue 1,2023,Metz,Joel Asoro,SWE,"FW,MF",24,1999,9.4,13,9,7,6,0,3,10,30.0,7,7,1,6,6,19,9,0,defense
FRA-Ligue 1,2023,Metz,Joseph Nduquidi,FRA,"MF,DF",18,2004,8.3,11,4,6,3,2,1,9,11.1,8,11,3,8,11,22,15,1,defense
FRA-Ligue 1,2023,Metz,Koffi Kouao,CIV,DF,25,1998,9.6,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38,1,defense
FRA-Ligue 1,2023,Metz,Kévin N'Doram,FRA,MF,27,1996,17.8,31,22,20,9,2,17,38,44.7,21,17,8,9,27,58,38,0,defense
FRA-Ligue 1,2023,Metz,Kévin Van Den Kerkhof,ALG,"FW,MF",27,1996,21.3,31,24,11,13,7,13,32,40.6,19,15,2,13,11,42,32,1,defense
FRA-Ligue 1,2023,Metz,Lamine Camara,SEN,MF,19,2004,25.1,62,42,26,30,6,24,49,49.0,25,35,2,33,28,90,34,0,defense
FRA-Ligue 1,2023,Metz,Malick Mbaye,SEN,"MF,FW",19,2004,1.7,5,1,0,1,4,1,2,50.0,1,1,0,1,1,6,2,0,defense
FRA-Ligue 1,2023,Metz,Matthieu Udol,FRA,DF,27,1996,30.0,55,37,38,12,5,38,56,67.9,18,62,16,46,50,105,108,0,defense
FRA-Ligue 1,2023,Metz,Maxime Colin,FRA,DF,31,1991,20.4,39,23,25,7,7,16,29,55.2,13,22,7,15,20,59,71,0,defense
FRA-Ligue 1,2023,Metz,N'Guessan Kouadio,CIV,"MF,FW",20,2003,1.2,3,1,0,3,0,0,3,0.0,3,3,0,3,1,4,0,0,defense
FRA-Ligue 1,2023,Metz,Oscar Estupiñan,COL,FW,26,1996,2.9,5,4,0,3,2,1,2,50.0,1,2,0,2,0,5,0,0,defense
