league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type
FRA-Ligue 1,2023,Paris S-G,Gianluigi Donnarumma,ITA,GK,24,1999,24.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,4,defense
FRA-Ligue 1,2023,Paris S-G,Gonçalo Ramos,POR,FW,22,2001,15.8,25,15,4,12,9,6,20,30.0,14,12,2,10,5,30,16,0,defense
FRA-Ligue 1,2023,Paris S-G,Hugo Ekitike,FRA,FW,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Paris S-G,Keylor Navas,CRC,GK,36,1986,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
FRA-Ligue 1,2023,Paris S-G,Kylian Mbappé,FRA,FW,24,1998,24.0,4,1,1,1,2,4,9,44.4,5,4,0,4,2,6,2,0,defense
FRA-Ligue 1,2023,Paris S-G,Layvin Kurzawa,FRA,DF,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Paris S-G,Lee Kang-in,KOR,"FW,MF",22,2001,16.3,26,13,7,9,10,15,36,41.7,21,7,0,7,6,32,3,0,defense
FRA-Ligue 1,2023,Paris S-G,Lucas Beraldo,BRA,DF,19,2003,11.2,22,14,14,8,0,10,25,40.0,15,15,6,9,20,42,25,0,defense
FRA-Ligue 1,2023,Paris S-G,Lucas Hernández,FRA,DF,27,1996,21.2,52,36,28,15,9,29,50,58.0,21,21,5,16,27,79,38,0,defense
FRA-Ligue 1,2023,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22,2001,21.5,98,57,39,43,16,43,89,48.3,46,27,6,21,40,138,25,2,defense
FRA-Ligue 1,2023,Paris S-G,Marco Asensio,ESP,"MF,FW",27,1996,12.4,12,10,4,7,1,4,13,30.8,9,7,0,7,5,17,2,0,defense
FRA-Ligue 1,2023,Paris S-G,Marquinhos,BRA,DF,29,1994,17.1,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,defense
FRA-Ligue 1,2023,Paris S-G,Milan Škriniar,SVK,DF,28,1995,18.1,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,defense
FRA-Ligue 1,2023,Paris S-G,Nordi Mukiele,FRA,DF,25,1997,8.8,12,8,6,5,1,8,15,53.3,7,17,4,13,14,26,28,0,defense
FRA-Ligue 1,2023,Paris S-G,Nuno Mendes,POR,DF,21,2002,3.0,5,5,4,1,0,4,7,57.1,3,4,0,4,4,9,2,0,defense
FRA-Ligue 1,2023,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26,1997,16.7,19,14,2,7,10,6,13,46.2,7,11,0,11,5,24,4,1,defense
FRA-Ligue 1,2023,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",24,1998,14.1,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10,0,defense
FRA-Ligue 1,2023,Paris S-G,Senny Mayulu,FRA,"FW,MF",17,2006,3.6,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,defense
FRA-Ligue 1,2023,Paris S-G,Vitinha,POR,MF,23,2000,23.6,39,24,12,16,11,16,48,33.3,32,29,11,18,23,62,30,2,defense
FRA-Ligue 1,2023,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",17,2006,21.8,51,28,18,24,9,28,51,54.9,23,32,8,24,15,66,22,2,defense
FRA-Ligue 1,2023,Paris S-G,Yoram Zague,FRA,DF,17,2006,4.1,18,8,11,4,3,11,24,45.8,13,3,0,3,4,22,9,1,defense
FRA-Ligue 1,2023,Reims,Abdoul Koné,FRA,DF,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0,defense
FRA-Ligue 1,2023,Reims,Adama Bojang,GAM,FW,19,2004,0.9,2,1,1,0,1,0,0,,0,2,1,1,1,3,0,0,defense
FRA-Ligue 1,2023,Reims,Amadou Koné,MLI,MF,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0,defense
FRA-Ligue 1,2023,Reims,Amine Salama,FRA,FW,23,2000,3.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,defense
FRA-Ligue 1,2023,Reims,Amir Richardson,MAR,MF,21,2002,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0,defense
FRA-Ligue 1,2023,Reims,Azor Matusiwa,NED,MF,25,1998,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,defense
FRA-Ligue 1,2023,Reims,Benjamin Stambouli,FRA,MF,32,1990,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8,0,defense
FRA-Ligue 1,2023,Reims,Christ Mbondi,FRA,FW,18,2004,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
FRA-Ligue 1,2023,Reims,Emmanuel Agbadou,CIV,DF,26,1997,28.8,65,41,38,23,4,44,64,68.8,20,47,25,22,55,120,116,1,defense
FRA-Ligue 1,2023,Reims,Ibrahim Diakité,GUI,DF,19,2003,1.2,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,5,0,defense
FRA-Ligue 1,2023,Reims,Joseph Okumu,KEN,DF,26,1997,19.4,44,28,28,14,2,24,38,63.2,14,27,19,8,35,79,112,2,defense
FRA-Ligue 1,2023,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",20,2002,5.1,5,4,2,3,0,2,8,25.0,6,5,2,3,6,11,7,0,defense
FRA-Ligue 1,2023,Reims,Junya Ito,JPN,"FW,MF",30,1993,30.2,33,15,11,14,8,10,36,27.8,26,23,1,22,14,47,7,0,defense
FRA-Ligue 1,2023,Reims,Keito Nakamura,JPN,"FW,MF",23,2000,15.3,28,11,9,10,9,17,37,45.9,20,15,2,13,6,34,7,0,defense
FRA-Ligue 1,2023,Reims,Mamadou Diakhon,FRA,"FW,MF",17,2005,2.3,5,3,2,1,2,3,9,33.3,6,1,0,1,1,6,1,0,defense
FRA-Ligue 1,2023,Reims,Marshall Munetsi,ZIM,MF,27,1996,24.1,61,39,18,34,9,33,61,54.1,28,21,7,14,14,75,33,0,defense
FRA-Ligue 1,2023,Reims,Maxime Busi,BEL,"FW,DF",23,1999,1.8,2,0,0,1,1,0,2,0.0,2,6,1,5,4,6,5,0,defense
FRA-Ligue 1,2023,Reims,Mohammed Daramy,DEN,"FW,MF",21,2002,18.3,10,9,4,4,2,6,16,37.5,10,5,1,4,4,14,4,0,defense
FRA-Ligue 1,2023,Reims,Oumar Diakité,CIV,FW,19,2003,17.6,25,12,10,9,6,7,21,33.3,14,13,0,13,7,32,7,0,defense
FRA-Ligue 1,2023,Reims,Reda Khadra,GER,"FW,MF",22,2001,15.2,16,10,5,4,7,8,20,40.0,12,8,2,6,3,19,13,0,defense
FRA-Ligue 1,2023,Reims,Sergio Akieme,ESP,DF,25,1997,9.1,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0,defense
FRA-Ligue 1,2023,Reims,Teddy Teuma,MLT,MF,29,1993,23.5,54,36,19,21,14,25,62,40.3,37,33,4,29,20,74,6,0,defense
FRA-Ligue 1,2023,Reims,Therence Koudou,FRA,DF,18,2004,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9,0,defense
FRA-Ligue 1,2023,Reims,Thibault De Smet,BEL,DF,25,1998,20.3,56,35,36,16,4,33,59,55.9,26,25,5,20,21,77,51,1,defense
FRA-Ligue 1,2023,Reims,Thomas Foket,BEL,DF,28,1994,20.4,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0,defense
FRA-Ligue 1,2023,Reims,Valentin Atangana Edoa,FRA,MF,17,2005,6.2,19,13,6,9,4,5,13,38.5,8,5,1,4,6,25,9,0,defense
FRA-Ligue 1,2023,Reims,Yaya Kader Fofana,MLI,"MF,DF",19,2004,0.4,3,3,1,1,1,0,1,0.0,1,0,0,0,1,4,0,0,defense
FRA-Ligue 1,2023,Reims,Yehvann Diouf,FRA,GK,23,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19,3,defense
FRA-Ligue 1,2023,Reims,Yunis Abdelhamid,MAR,DF,35,1987,30.9,64,35,36,23,5,26,45,57.8,19,51,32,19,39,103,109,2,defense
FRA-Ligue 1,2023,Rennes,Adrien Truffert,FRA,DF,21,2001,23.8,39,21,23,10,6,25,40,62.5,15,31,5,26,19,58,49,0,defense
FRA-Ligue 1,2023,Rennes,Alidu Seidu,GHA,DF,23,2000,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13,0,defense
FRA-Ligue 1,2023,Rennes,Amine Gouiri,ALG,"FW,MF",23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0,defense
FRA-Ligue 1,2023,Rennes,Arnaud Kalimuendo,FRA,FW,21,2002,23.8,5,4,2,2,1,2,5,40.0,3,13,2,11,4,9,4,0,defense
FRA-Ligue 1,2023,Rennes,Arthur Theate,BEL,DF,23,2000,25.5,30,17,19,6,5,24,37,64.9,13,40,23,17,31,61,90,2,defense
FRA-Ligue 1,2023,Rennes,Azor Matusiwa,NED,MF,25,1998,8.8,7,3,3,4,0,4,7,57.1,3,9,2,7,11,18,17,0,defense
FRA-Ligue 1,2023,Rennes,Baptiste Santamaria,FRA,MF,28,1995,21.4,52,33,21,25,6,29,46,63.0,17,15,6,9,34,86,33,1,defense
FRA-Ligue 1,2023,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",29,1994,26.9,31,18,14,9,8,13,44,29.5,31,31,2,29,22,53,39,2,defense
FRA-Ligue 1,2023,Rennes,Bertuğ Yıldırım,TUR,FW,21,2002,5.2,7,5,2,3,2,3,8,37.5,5,8,0,8,0,7,4,0,defense
FRA-Ligue 1,2023,Rennes,Birger Meling,NOR,DF,28,1994,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,defense
FRA-Ligue 1,2023,Rennes,Christopher Wooh,CMR,DF,21,2001,15.4,18,12,12,6,0,8,15,53.3,7,19,9,10,18,36,51,0,defense
FRA-Ligue 1,2023,Rennes,Djaoui Cissé,FRA,MF,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Rennes,Désiré Doué,FRA,"MF,FW",18,2005,18.1,32,18,11,14,7,10,33,30.3,23,30,1,29,14,46,8,0,defense
FRA-Ligue 1,2023,Rennes,Enzo Le Fée,FRA,MF,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20,0,defense
FRA-Ligue 1,2023,Rennes,Fabian Rieder,SUI,MF,21,2002,4.1,13,7,2,9,2,6,11,54.5,5,3,1,2,5,18,2,0,defense
FRA-Ligue 1,2023,Rennes,Guela Doué,CIV,DF,20,2002,13.7,28,21,14,12,2,22,32,68.8,10,12,1,11,15,43,65,1,defense
FRA-Ligue 1,2023,Rennes,Ibrahim Salah,MAR,"FW,MF",21,2001,5.8,15,7,5,6,4,11,18,61.1,7,4,0,4,10,25,5,0,defense
FRA-Ligue 1,2023,Rennes,Jeanuël Belocian,FRA,DF,18,2005,16.1,32,22,23,8,1,22,28,78.6,6,18,10,8,13,45,49,0,defense
FRA-Ligue 1,2023,Rennes,Jeremy Doku,BEL,FW,21,2002,1.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0,defense
FRA-Ligue 1,2023,Rennes,Jérémy Jacquet,FRA,MF,18,2005,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,defense
FRA-Ligue 1,2023,Rennes,Lorenz Assignon,TOG,DF,23,2000,11.2,24,12,12,8,4,9,24,37.5,15,9,4,5,9,33,27,1,defense
FRA-Ligue 1,2023,Rennes,Lovro Majer,CRO,MF,25,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
FRA-Ligue 1,2023,Rennes,Ludovic Blas,FRA,"FW,MF",25,1997,17.4,30,14,16,13,1,12,28,42.9,16,13,1,12,6,36,9,0,defense
FRA-Ligue 1,2023,Rennes,Mahamadou Nagida,CMR,DF,18,2005,1.2,1,1,0,0,1,0,2,0.0,2,2,1,1,4,5,0,0,defense
FRA-Ligue 1,2023,Rennes,Martin Terrier,FRA,"FW,MF",26,1997,17.0,14,9,3,8,3,6,14,42.9,8,21,4,17,9,23,17,0,defense
FRA-Ligue 1,2023,Rennes,Mathis Lambourde,FRA,FW,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,defense
FRA-Ligue 1,2023,Rennes,Nemanja Matić,SRB,MF,34,1988,11.4,19,10,7,9,3,9,12,75.0,3,15,7,8,27,46,19,0,defense
FRA-Ligue 1,2023,Rennes,Steve Mandanda,FRA,GK,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,defense
FRA-Ligue 1,2023,Rennes,Warmed Omari,COM,DF,23,2000,23.0,32,19,23,7,2,16,28,57.1,12,30,20,10,33,65,77,2,defense
FRA-Ligue 1,2023,Strasbourg,Abakar Sylla,CIV,DF,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,defense
FRA-Ligue 1,2023,Strasbourg,Aboubacar Ali,COM,"MF,FW",17,2006,1.4,2,0,0,2,0,0,0,,0,1,0,1,1,3,2,0,defense
FRA-Ligue 1,2023,Strasbourg,Alaa Bellaarouch,MAR,GK,21,2002,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,defense
FRA-Ligue 1,2023,Strasbourg,Andrey Santos,BRA,MF,19,2004,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,defense
FRA-Ligue 1,2023,Strasbourg,Dilane Bakwa,FRA,"FW,MF",20,2002,24.2,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,defense
FRA-Ligue 1,2023,Strasbourg,Dion Moise Sahi,CIV,"MF,FW",21,2001,7.0,5,5,1,2,2,0,3,0.0,3,11,1,10,1,6,7,0,defense
FRA-Ligue 1,2023,Strasbourg,Eduard Sobol,UKR,DF,28,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
FRA-Ligue 1,2023,Strasbourg,Emanuel Emegha,NED,FW,20,2003,23.1,8,5,2,4,2,4,9,44.4,5,13,3,10,2,10,25,0,defense
FRA-Ligue 1,2023,Strasbourg,Frederic Guilbert,FRA,"DF,MF",28,1994,27.7,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1,defense
FRA-Ligue 1,2023,Strasbourg,Gerzino Nyamsi,FRA,DF,26,1997,12.1,18,14,13,5,0,12,18,66.7,6,19,11,8,10,28,43,0,defense
FRA-Ligue 1,2023,Strasbourg,Habib Diarra,SEN,"MF,FW",19,2004,25.6,30,23,8,20,2,9,33,27.3,24,23,4,19,17,47,15,0,defense
FRA-Ligue 1,2023,Strasbourg,Ibrahima Sissoko,MLI,MF,25,1997,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30,0,defense
FRA-Ligue 1,2023,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20,2003,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29,2,defense
FRA-Ligue 1,2023,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25,1998,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0,defense
FRA-Ligue 1,2023,Strasbourg,Jessy Deminguet,FRA,"MF,FW",25,1998,7.7,14,9,6,8,0,6,18,33.3,12,8,0,8,9,23,5,1,defense
FRA-Ligue 1,2023,Strasbourg,Junior Mwanga,FRA,"MF,FW",20,2003,16.1,40,20,23,12,5,12,24,50.0,12,20,5,15,18,58,19,0,defense
FRA-Ligue 1,2023,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",20,2003,4.4,7,1,2,3,2,3,5,60.0,2,3,1,2,1,8,1,0,defense
FRA-Ligue 1,2023,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36,1987,15.0,10,10,5,3,2,2,17,11.8,15,9,0,9,3,13,7,0,defense
FRA-Ligue 1,2023,Strasbourg,Lebo Mothiba,RSA,FW,27,1996,6.9,5,2,1,4,0,3,4,75.0,1,6,1,5,0,5,11,0,defense
FRA-Ligue 1,2023,Strasbourg,Lucas Perrin,FRA,DF,24,1998,30.3,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0,defense
FRA-Ligue 1,2023,Strasbourg,Marvin Senaya,TOG,"DF,MF",22,2001,23.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68,0,defense
FRA-Ligue 1,2023,Strasbourg,Matz Sels,BEL,GK,31,1992,19.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,13,1,defense
FRA-Ligue 1,2023,Strasbourg,Mohamed Bechikh,FRA,"FW,MF",18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Strasbourg,Patrick Ouotro,CIV,FW,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
FRA-Ligue 1,2023,Strasbourg,Rabby Nzingoula,CGO,"MF,FW",17,2005,1.5,3,3,0,3,0,3,4,75.0,1,4,0,4,5,8,0,0,defense
FRA-Ligue 1,2023,Strasbourg,Saidou Sow,GUI,DF,21,2002,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,defense
FRA-Ligue 1,2023,Strasbourg,Sanjin Prcić,BIH,MF,29,1993,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,defense
FRA-Ligue 1,2023,Strasbourg,Steven Baseya,FRA,DF,18,2005,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,defense
FRA-Ligue 1,2023,Strasbourg,Thomas Delaine,FRA,"DF,MF",31,1992,22.7,38,19,29,8,1,20,42,47.6,22,18,2,16,17,55,51,0,defense
FRA-Ligue 1,2023,Strasbourg,Ângelo,BRA,"FW,MF",18,2004,12.2,24,11,9,7,8,11,31,35.5,20,18,0,18,9,33,2,0,defense
FRA-Ligue 1,2023,Toulouse,Aron Dønnum,NOR,"FW,MF",25,1998,17.7,16,10,3,8,5,7,22,31.8,15,13,0,13,8,24,16,1,defense
FRA-Ligue 1,2023,Toulouse,Christian Mawissa,FRA,DF,18,2005,12.4,22,15,14,4,4,9,23,39.1,14,22,11,11,22,44,41,1,defense
FRA-Ligue 1,2023,Toulouse,Cristian Cásseres Jr.,VEN,MF,23,2000,21.6,70,34,31,33,6,29,61,47.5,32,34,4,30,27,97,33,1,defense
FRA-Ligue 1,2023,Toulouse,Denis Genreau,AUS,"MF,FW",24,1999,5.2,12,9,6,6,0,8,15,53.3,7,8,1,7,6,18,8,0,defense
FRA-Ligue 1,2023,Toulouse,Fares Chaïbi,ALG,"FW,MF",20,2002,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
FRA-Ligue 1,2023,Toulouse,Frank Magri,CMR,"FW,MF",23,1999,16.0,22,14,5,12,5,15,21,71.4,6,16,4,12,4,26,17,0,defense
FRA-Ligue 1,2023,Toulouse,Gabriel Suazo,CHI,DF,25,1997,26.2,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33,0,defense
FRA-Ligue 1,2023,Toulouse,Gelabert,ESP,"MF,FW",22,2000,8.4,14,8,5,6,3,7,20,35.0,13,8,2,6,5,19,8,0,defense
FRA-Ligue 1,2023,Toulouse,Guillaume Restes,FRA,GK,18,2005,34.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1,defense
FRA-Ligue 1,2023,Toulouse,Ibrahim Cissoko,NED,"FW,MF",20,2003,2.7,4,3,3,1,0,1,3,33.3,2,3,0,3,1,5,0,0,defense
FRA-Ligue 1,2023,Toulouse,Kévin Keben Biakolo,CMR,DF,19,2004,5.8,4,2,4,0,0,3,6,50.0,3,7,0,7,8,12,17,0,defense
FRA-Ligue 1,2023,Toulouse,Logan Costa,CPV,DF,22,2001,29.4,40,24,31,9,0,15,24,62.5,9,42,27,15,23,63,120,1,defense
FRA-Ligue 1,2023,Toulouse,Mamady Bangré,BFA,"FW,MF",22,2001,1.1,4,2,2,2,0,3,4,75.0,1,0,0,0,4,8,3,0,defense
FRA-Ligue 1,2023,Toulouse,Mikkel Desler,DEN,DF,28,1995,17.2,18,12,8,7,3,9,17,52.9,8,32,13,19,19,37,38,0,defense
FRA-Ligue 1,2023,Toulouse,Moussa Diarra,MLI,DF,22,2000,15.5,32,12,16,15,1,13,27,48.1,14,30,14,16,20,52,43,0,defense
FRA-Ligue 1,2023,Toulouse,Naatan Skyttä,FIN,"MF,FW",21,2002,1.3,4,4,2,1,1,1,1,100.0,0,0,0,0,0,4,0,0,defense
FRA-Ligue 1,2023,Toulouse,Niklas Schmidt,GER,MF,25,1998,14.1,36,21,13,19,4,16,33,48.5,17,14,7,7,4,40,13,0,defense
FRA-Ligue 1,2023,Toulouse,Rasmus Nicolaisen,DEN,DF,26,1997,32.5,50,30,39,11,0,26,44,59.1,18,44,33,11,42,92,158,1,defense
FRA-Ligue 1,2023,Toulouse,Shavy Babicka,GAB,"FW,MF",23,2000,4.1,11,8,2,7,2,2,5,40.0,3,6,1,5,0,11,2,0,defense
FRA-Ligue 1,2023,Toulouse,Stijn Spierings,NED,MF,27,1996,16.8,53,40,26,20,7,29,52,55.8,23,22,5,17,26,79,32,0,defense
FRA-Ligue 1,2023,Toulouse,Thijs Dallinga,NED,FW,22,2000,27.9,29,15,6,11,12,9,15,60.0,6,11,4,7,3,32,35,0,defense
FRA-Ligue 1,2023,Toulouse,Vincent Sierro,SUI,MF,27,1995,25.1,41,24,15,20,6,27,77,35.1,50,37,13,24,27,68,33,0,defense
FRA-Ligue 1,2023,Toulouse,Waren Kamanzi,NOR,"DF,FW",22,2000,13.2,36,24,16,16,4,13,23,56.5,10,11,3,8,9,45,35,0,defense
FRA-Ligue 1,2023,Toulouse,Yanis Begraoui,MAR,"FW,MF",22,2001,3.3,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,5,0,defense
FRA-Ligue 1,2023,Toulouse,Yann Gboho,FRA,"MF,FW",22,2001,13.3,14,4,6,6,2,8,23,34.8,15,21,1,20,4,18,2,0,defense
FRA-Ligue 1,2023,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",23,2000,8.4,9,8,1,5,3,3,12,25.0,9,9,1,8,1,10,2,0,defense
