league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
ITA-Serie A,2021,Cagliari,Alfred Duncan,GHA,MF,27,1993,11.9,482,598,80.6,8737,2676,218,246,88.6,199,233,85.4,58,92,63.0,1,1.5,1.5,-0.5,10,68,14,0,73,passing
ITA-Serie A,2021,Cagliari,Andrea Carboni,ITA,DF,19,2001,12.1,470,610,77.0,8663,2885,175,200,87.5,239,291,82.1,48,99,48.5,1,1.1,1.1,-0.1,4,40,8,6,40,passing
ITA-Serie A,2021,Cagliari,Arturo Calabresi,ITA,DF,24,1996,0.2,15,20,75.0,238,71,8,11,72.7,7,7,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,passing
ITA-Serie A,2021,Cagliari,Charalambos Lykogiannis,GRE,DF,26,1993,26.9,809,1201,67.4,13966,6444,394,454,86.8,333,480,69.4,69,180,38.3,2,1.8,2.3,0.2,14,66,18,10,79,passing
ITA-Serie A,2021,Cagliari,Christian Oliva,URU,MF,24,1996,4.3,153,189,81.0,2358,846,76,91,83.5,63,69,91.3,9,19,47.4,1,0.1,0.1,0.9,2,13,2,0,18,passing
ITA-Serie A,2021,Cagliari,Daniele Rugani,ITA,DF,26,1994,11.1,402,508,79.1,7043,2474,171,198,86.4,189,220,85.9,33,70,47.1,1,0.5,0.5,0.5,3,23,2,0,36,passing
ITA-Serie A,2021,Cagliari,Diego Godín,URU,DF,34,1986,27.9,1296,1557,83.2,26885,11509,406,446,91.0,670,758,88.4,210,318,66.0,0,0.7,0.8,-0.7,7,83,4,1,91,passing
ITA-Serie A,2021,Cagliari,Fabio Pisacane,ITA,DF,34,1986,2.5,82,97,84.5,1275,551,43,48,89.6,35,41,85.4,3,5,60.0,0,0.0,0.0,0.0,0,5,0,0,4,passing
ITA-Serie A,2021,Cagliari,Fabrizio Caligara,ITA,"MF,FW",20,2000,2.0,43,58,74.1,765,234,21,25,84.0,15,19,78.9,6,10,60.0,0,0.3,0.2,-0.3,2,2,1,0,3,passing
ITA-Serie A,2021,Cagliari,Gabriele Zappa,ITA,DF,20,1999,26.6,1003,1313,76.4,15015,6281,563,642,87.7,360,465,77.4,52,132,39.4,4,4.3,3.2,-0.3,28,69,36,14,108,passing
ITA-Serie A,2021,Cagliari,Gastón Pereiro,URU,"MF,DF",25,1995,3.0,102,137,74.5,1713,438,47,56,83.9,38,52,73.1,11,18,61.1,2,1.2,1.4,0.8,8,11,8,1,25,passing
ITA-Serie A,2021,Cagliari,Giovanni Simeone,ARG,FW,25,1995,19.3,255,346,73.7,3452,361,153,194,78.9,79,99,79.8,5,12,41.7,2,1.3,0.7,0.7,12,7,3,1,13,passing
ITA-Serie A,2021,Cagliari,Guglielmo Vicario,ITA,GK,23,1996,4.0,73,106,68.9,2450,2008,12,12,100.0,24,25,96.0,36,68,52.9,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Cagliari,João Pedro,ITA,"FW,MF",28,1992,36.1,683,945,72.3,11025,2566,364,445,81.8,207,275,75.3,76,111,68.5,3,5.5,3.8,-2.5,38,48,29,2,94,passing
ITA-Serie A,2021,Cagliari,Kiril Despodov,BUL,FW,23,1996,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Cagliari,Kwadwo Asamoah,GHA,"DF,MF",31,1988,2.5,95,114,83.3,1746,456,43,48,89.6,38,43,88.4,12,17,70.6,0,0.0,0.1,0.0,0,10,2,0,6,passing
ITA-Serie A,2021,Cagliari,Leonardo Pavoletti,ITA,FW,31,1988,17.6,282,409,68.9,3571,476,177,246,72.0,63,84,75.0,13,21,61.9,3,1.1,0.6,1.9,12,19,6,0,21,passing
ITA-Serie A,2021,Cagliari,Luca Ceppitelli,ITA,DF,30,1989,16.3,703,846,83.1,13465,4685,259,297,87.2,355,386,92.0,78,135,57.8,0,0.1,0.2,-0.1,2,53,5,1,51,passing
ITA-Serie A,2021,Cagliari,Marko Rog,CRO,MF,25,1995,12.9,541,619,87.4,8565,2501,296,323,91.6,186,210,88.6,42,56,75.0,0,0.3,0.6,-0.3,8,55,7,2,53,passing
ITA-Serie A,2021,Cagliari,Mattéo Tramoni,FRA,"MF,FW",20,2000,0.8,11,16,68.8,128,54,9,11,81.8,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Cagliari,Nahitan Nández,URU,"MF,DF",24,1995,30.4,892,1217,73.3,13962,4527,480,550,87.3,316,436,72.5,65,129,50.4,2,2.7,3.1,-0.7,30,62,38,19,90,passing
ITA-Serie A,2021,Cagliari,Paolo Faragò,ITA,DF,27,1993,4.1,190,225,84.4,3092,1189,98,101,97.0,74,86,86.0,13,22,59.1,0,0.5,0.6,-0.5,5,11,5,5,13,passing
ITA-Serie A,2021,Cagliari,Radja Nainggolan,BEL,MF,32,1988,20.5,629,843,74.6,12814,3045,248,308,80.5,258,310,83.2,115,168,68.5,0,1.9,1.7,-1.9,23,79,23,15,95,passing
ITA-Serie A,2021,Cagliari,Ragnar Klavan,EST,DF,34,1985,8.6,343,402,85.3,6545,2399,124,140,88.6,180,193,93.3,36,59,61.0,0,0.1,0.1,-0.1,1,17,0,0,20,passing
ITA-Serie A,2021,Cagliari,Riccardo Sottil,ITA,"FW,MF",21,1999,13.2,281,382,73.6,4702,973,139,173,80.3,108,140,77.1,24,40,60.0,1,1.8,1.4,-0.8,16,19,18,4,47,passing
ITA-Serie A,2021,Cagliari,Răzvan Marin,ROU,MF,24,1996,32.9,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,54.9,6,4.7,4.8,1.3,69,142,30,5,159,passing
ITA-Serie A,2021,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,18.0,702,823,85.3,12995,5065,255,285,89.5,377,425,88.7,60,92,65.2,1,0.6,0.2,0.4,2,26,2,0,39,passing
ITA-Serie A,2021,Crotone,Adam Ounas,ALG,"FW,MF",23,1996,13.3,384,497,77.3,7151,1787,176,202,87.1,157,192,81.8,49,79,62.0,4,2.9,2.6,1.1,21,41,28,4,69,passing
ITA-Serie A,2021,Crotone,Ahmad Benali,LBY,MF,28,1992,13.5,662,788,84.0,10717,3005,323,363,89.0,267,300,89.0,48,74,64.9,1,1.2,1.3,-0.2,14,55,10,1,67,passing
ITA-Serie A,2021,Crotone,Alex Cordaz,ITA,GK,37,1983,36.0,1045,1441,72.5,27128,20701,263,266,98.9,447,467,95.7,330,699,47.2,0,0.0,0.0,0.0,1,14,0,0,1,passing
ITA-Serie A,2021,Crotone,Andrea Rispoli,ITA,DF,31,1988,7.2,224,324,69.1,3839,1462,107,128,83.6,87,116,75.0,21,43,48.8,0,0.6,0.4,-0.6,10,11,7,7,18,passing
ITA-Serie A,2021,Crotone,Antonio Mazzotta,ITA,DF,30,1989,0.6,7,11,63.6,91,6,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Crotone,Arkadiusz Reca,POL,DF,25,1995,25.7,718,1029,69.8,11934,4025,356,431,82.6,289,405,71.4,50,105,47.6,3,3.1,2.2,-0.1,26,35,25,11,66,passing
ITA-Serie A,2021,Crotone,Augustus Kargbo,SLE,FW,20,1999,0.4,6,8,75.0,70,2,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Crotone,Denis Drăguș,ROU,"FW,MF",21,1999,2.0,48,69,69.6,638,193,26,35,74.3,14,17,82.4,2,6,33.3,0,0.0,0.2,0.0,0,4,4,0,9,passing
ITA-Serie A,2021,Crotone,Eduardo Henrique,BRA,MF,25,1995,10.3,325,398,81.7,4600,1422,182,205,88.8,111,130,85.4,14,25,56.0,0,0.2,0.3,-0.2,6,35,4,0,43,passing
ITA-Serie A,2021,Crotone,Emmanuel Rivière,FRA,FW,30,1990,7.1,108,149,72.5,1347,211,63,83,75.9,30,36,83.3,4,5,80.0,1,0.5,0.4,0.5,5,6,0,0,6,passing
ITA-Serie A,2021,Crotone,Gian Crespi,ITA,GK,19,2001,1.0,35,40,87.5,815,686,11,11,100.0,14,14,100.0,9,14,64.3,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Crotone,Giovanni Crociata,ITA,DF,22,1997,0.3,11,15,73.3,163,62,7,8,87.5,4,7,57.1,0,0,,0,0.1,0.0,-0.1,1,2,1,0,4,passing
ITA-Serie A,2021,Crotone,Giuseppe Cuomo,ITA,DF,22,1998,8.9,412,516,79.8,7409,2875,155,175,88.6,224,249,90.0,28,71,39.4,0,0.0,0.1,0.0,0,15,1,0,44,passing
ITA-Serie A,2021,Crotone,Jacopo Petriccione,ITA,MF,25,1995,10.6,425,506,84.0,7784,2516,168,186,90.3,195,221,88.2,51,74,68.9,0,0.4,0.5,-0.4,8,38,6,1,51,passing
ITA-Serie A,2021,Crotone,Junior Messias,BRA,"MF,FW",29,1991,35.7,871,1214,71.7,14046,3935,459,548,83.8,297,395,75.2,80,177,45.2,4,2.6,3.2,1.4,32,79,34,7,135,passing
ITA-Serie A,2021,Crotone,Koffi Djidji,CIV,DF,27,1992,16.9,606,757,80.1,10623,4354,259,289,89.6,286,330,86.7,49,105,46.7,0,0.2,0.1,-0.2,4,42,2,0,56,passing
ITA-Serie A,2021,Crotone,Lisandro Magallán,ARG,DF,26,1993,24.2,903,1109,81.4,16685,7382,350,411,85.2,456,522,87.4,86,137,62.8,2,0.4,0.3,1.6,9,70,5,0,70,passing
ITA-Serie A,2021,Crotone,Luca Cigarini,ITA,MF,34,1986,10.3,628,757,83.0,11941,4614,269,289,93.1,253,295,85.8,93,135,68.9,0,1.7,1.0,-1.7,16,89,11,2,90,passing
ITA-Serie A,2021,Crotone,Luca Marrone,ITA,DF,30,1990,17.6,891,1018,87.5,17532,6431,276,295,93.6,524,564,92.9,86,146,58.9,0,0.0,0.1,0.0,0,20,1,0,33,passing
ITA-Serie A,2021,Crotone,Luca Siligardi,ITA,"MF,FW",32,1988,0.5,15,20,75.0,261,68,6,8,75.0,7,8,87.5,1,2,50.0,0,0.1,0.0,-0.1,2,3,1,0,4,passing
ITA-Serie A,2021,Crotone,Luis Rojas,CHI,"MF,FW",18,2002,1.2,36,46,78.3,501,108,22,25,88.0,11,14,78.6,1,4,25.0,0,0.0,0.0,0.0,1,3,0,0,3,passing
ITA-Serie A,2021,Crotone,Marco Festa,ITA,GK,28,1992,1.0,31,36,86.1,883,725,10,10,100.0,8,8,100.0,13,18,72.2,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Crotone,Miloš Vulić,SRB,MF,23,1996,14.5,442,577,76.6,7248,1839,210,250,84.0,201,248,81.0,21,44,47.7,1,1.5,1.0,-0.5,21,39,8,3,51,passing
ITA-Serie A,2021,Crotone,Niccolò Zanellato,ITA,MF,22,1998,18.2,607,764,79.5,11180,2751,238,290,82.1,295,337,87.5,62,95,65.3,1,1.2,1.2,-0.2,9,48,10,3,65,passing
ITA-Serie A,2021,Crotone,Pedro Pereira,POR,DF,22,1998,28.3,673,910,74.0,10701,3382,349,407,85.7,248,329,75.4,53,94,56.4,4,3.4,3.3,0.6,21,27,23,12,44,passing
ITA-Serie A,2021,Crotone,Salvatore Molina,ITA,"MF,DF",28,1992,25.7,842,1082,77.8,14821,4433,405,448,90.4,329,401,82.0,93,172,54.1,4,2.3,2.1,1.7,23,59,32,17,97,passing
ITA-Serie A,2021,Crotone,Samuel Di Carmine,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,83.3,0,0.0,0.1,0.0,0,3,3,0,10,passing
ITA-Serie A,2021,Crotone,Sebastiano Luperto,ITA,DF,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,40.3,0,0.2,0.2,-0.2,6,49,0,0,69,passing
ITA-Serie A,2021,Crotone,Simeon Nwankwo,NGA,FW,28,1992,32.7,534,698,76.5,7483,1066,324,392,82.7,159,194,82.0,21,33,63.6,2,1.1,1.0,0.9,27,29,5,0,50,passing
ITA-Serie A,2021,Crotone,Tomislav Gomelt,CRO,MF,25,1995,0.2,17,18,94.4,298,90,7,7,100.0,8,8,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,3,passing
ITA-Serie A,2021,Crotone,Vladimir Golemić,SVN,DF,29,1991,26.0,1116,1311,85.1,21371,8884,387,427,90.6,610,664,91.9,109,190,57.4,0,0.5,0.4,-0.5,6,44,3,0,59,passing
ITA-Serie A,2021,Fiorentina,Aleksandr Kokorin,RUS,"FW,MF",29,1991,1.0,26,31,83.9,283,40,18,18,100.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,3,passing
ITA-Serie A,2021,Fiorentina,Alfred Duncan,GHA,MF,27,1993,1.8,67,90,74.4,1279,403,31,38,81.6,23,31,74.2,12,16,75.0,0,0.0,0.0,0.0,1,6,0,0,10,passing
ITA-Serie A,2021,Fiorentina,Antonio Barreca,ITA,DF,25,1995,0.9,32,51,62.7,480,157,17,19,89.5,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,1,4,1,1,6,passing
ITA-Serie A,2021,Fiorentina,Bartłomiej Drągowski,POL,GK,22,1997,35.0,699,1055,66.3,21471,16587,123,123,100.0,277,285,97.2,292,634,46.1,1,0.0,0.1,1.0,1,22,0,0,0,passing
ITA-Serie A,2021,Fiorentina,Borja Valero,ESP,"MF,FW",35,1985,5.5,268,296,90.5,4306,1192,128,135,94.8,105,117,89.7,21,24,87.5,0,0.1,0.2,-0.1,2,25,2,0,29,passing
ITA-Serie A,2021,Fiorentina,Christian Kouamé,CIV,FW,22,1997,11.1,234,326,71.8,2764,400,166,212,78.3,47,62,75.8,5,7,71.4,1,1.2,0.9,-0.2,12,15,6,1,16,passing
ITA-Serie A,2021,Fiorentina,Cristiano Biraghi,ITA,DF,27,1992,31.1,1175,1735,67.7,19485,8025,580,656,88.4,414,597,69.3,124,338,36.7,5,6.7,6.0,-1.7,49,78,39,27,117,passing
ITA-Serie A,2021,Fiorentina,Cristóbal Montiel,ESP,"MF,FW",20,2000,0.0,2,3,66.7,55,2,0,1,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Fiorentina,Dušan Vlahović,SRB,FW,20,2000,32.5,394,616,64.0,5497,748,240,330,72.7,111,175,63.4,20,34,58.8,3,2.2,1.0,0.8,18,23,9,0,31,passing
ITA-Serie A,2021,Fiorentina,Erick Pulgar,CHI,MF,26,1994,22.2,933,1152,81.0,16703,5147,400,442,90.5,392,438,89.5,111,199,55.8,3,1.8,1.8,1.2,21,95,10,5,94,passing
ITA-Serie A,2021,Fiorentina,Federico Ceccherini,ITA,DF,28,1992,3.0,99,115,86.1,1960,772,36,38,94.7,48,52,92.3,15,24,62.5,0,0.0,0.0,0.0,0,6,0,0,4,passing
ITA-Serie A,2021,Fiorentina,Federico Chiesa,ITA,DF,22,1997,2.7,90,116,77.6,1603,447,48,56,85.7,29,36,80.6,11,17,64.7,1,0.7,0.3,0.3,5,5,4,2,8,passing
ITA-Serie A,2021,Fiorentina,Franck Ribéry,FRA,FW,37,1983,23.9,768,882,87.1,12172,2546,408,446,91.5,262,292,89.7,67,79,84.8,6,5.8,3.6,0.2,35,85,35,2,109,passing
ITA-Serie A,2021,Fiorentina,Gaetano Castrovilli,ITA,MF,23,1997,25.9,573,759,75.5,8905,2696,342,398,85.9,150,195,76.9,55,85,64.7,3,2.5,3.0,0.5,18,56,33,8,108,passing
ITA-Serie A,2021,Fiorentina,Germán Pezzella,ARG,DF,29,1991,30.5,1000,1181,84.7,20275,6772,248,291,85.2,645,699,92.3,98,163,60.1,0,0.5,0.5,-0.5,3,50,1,0,46,passing
ITA-Serie A,2021,Fiorentina,Giacomo Bonaventura,ITA,MF,30,1989,25.1,761,956,79.6,12065,2575,385,445,86.5,257,301,85.4,72,118,61.0,2,3.0,3.3,-1.0,24,75,25,6,93,passing
ITA-Serie A,2021,Fiorentina,Igor,BRA,DF,22,1998,13.0,722,814,88.7,13697,4698,248,272,91.2,398,431,92.3,68,92,73.9,0,0.1,0.2,-0.1,3,48,4,1,78,passing
ITA-Serie A,2021,Fiorentina,José Callejón,ESP,"FW,MF",33,1987,7.4,210,279,75.3,3471,780,113,127,89.0,66,93,71.0,21,29,72.4,1,1.1,1.0,-0.1,5,17,11,6,25,passing
ITA-Serie A,2021,Fiorentina,Kévin Malcuit,MAR,DF,29,1991,2.3,69,97,71.1,1003,249,44,48,91.7,17,29,58.6,4,9,44.4,0,0.1,0.1,-0.1,1,3,1,1,8,passing
ITA-Serie A,2021,Fiorentina,Lorenzo Venuti,ITA,DF,25,1995,19.5,567,780,72.7,8826,3860,318,367,86.6,195,268,72.8,39,95,41.1,1,1.9,1.5,-0.9,15,52,18,11,60,passing
ITA-Serie A,2021,Fiorentina,Lucas Martínez Quarta,ARG,DF,24,1996,16.5,667,830,80.4,13041,5425,243,277,87.7,328,380,86.3,92,157,58.6,0,0.3,0.4,-0.3,7,61,6,3,70,passing
ITA-Serie A,2021,Fiorentina,Martín Cáceres,URU,DF,33,1987,24.9,818,1056,77.5,15514,5740,327,382,85.6,355,414,85.7,111,194,57.2,2,1.2,1.2,0.8,10,90,13,9,104,passing
ITA-Serie A,2021,Fiorentina,Maximiliano Olivera,URU,DF,28,1992,1.0,26,29,89.7,604,218,5,5,100.0,14,16,87.5,7,7,100.0,0,0.0,0.0,0.0,0,4,0,0,1,passing
ITA-Serie A,2021,Fiorentina,Nikola Milenković,SRB,DF,22,1997,33.7,1435,1686,85.1,26739,9333,536,607,88.3,723,802,90.1,155,222,69.8,1,0.6,0.5,0.4,7,112,4,0,123,passing
ITA-Serie A,2021,Fiorentina,Patrick Cutrone,ITA,FW,22,1998,2.2,39,53,73.6,433,49,26,32,81.3,10,13,76.9,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,2,passing
ITA-Serie A,2021,Fiorentina,Pietro Terracciano,ITA,GK,30,1990,3.0,49,88,55.7,2195,1879,1,1,100.0,10,10,100.0,38,77,49.4,0,0.0,0.0,0.0,0,4,0,0,0,passing
ITA-Serie A,2021,Fiorentina,Pol Lirola,ESP,"DF,FW",22,1997,5.5,204,284,71.8,3261,1129,98,123,79.7,81,109,74.3,14,31,45.2,1,0.7,0.6,0.3,6,14,7,2,21,passing
ITA-Serie A,2021,Fiorentina,Riccardo Saponara,ITA,MF,28,1991,0.6,37,41,90.2,450,88,18,19,94.7,11,12,91.7,1,2,50.0,0,0.0,0.0,0.0,1,4,0,0,3,passing
ITA-Serie A,2021,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,27.1,1210,1378,87.8,23407,5627,469,531,88.3,540,582,92.8,179,204,87.7,0,0.6,0.9,-0.6,13,143,11,4,151,passing
ITA-Serie A,2021,Fiorentina,Valentin Eysseric,FRA,"MF,FW",28,1992,8.1,256,357,71.7,4331,1264,132,153,86.3,77,105,73.3,33,63,52.4,0,0.6,0.7,-0.6,8,31,5,4,33,passing
ITA-Serie A,2021,Genoa,Alberto Paleari,ITA,GK,27,1992,2.3,53,78,67.9,1225,868,17,17,100.0,22,22,100.0,12,37,32.4,0,0.0,0.0,0.0,0,2,0,0,0,passing
ITA-Serie A,2021,Genoa,Andrea Masiello,ITA,DF,34,1986,28.5,1185,1422,83.3,21754,8970,493,540,91.3,528,597,88.4,136,238,57.1,0,0.4,0.4,-0.4,7,75,10,3,99,passing
ITA-Serie A,2021,Genoa,Cristián Zapata,COL,DF,33,1986,10.8,429,494,86.8,8240,2552,137,153,89.5,240,255,94.1,45,67,67.2,0,0.0,0.0,0.0,1,6,1,0,10,passing
ITA-Serie A,2021,Genoa,Davide Biraschi,ITA,DF,26,1994,10.2,405,518,78.2,7100,2588,175,198,88.4,197,232,84.9,29,65,44.6,0,0.0,0.1,0.0,0,34,6,2,39,passing
ITA-Serie A,2021,Genoa,Davide Zappacosta,ITA,DF,28,1992,22.7,859,1090,78.8,12506,3644,500,551,90.7,278,345,80.6,43,94,45.7,2,1.4,1.0,0.6,12,25,17,9,38,passing
ITA-Serie A,2021,Genoa,Domenico Criscito,ITA,DF,33,1986,19.2,872,1086,80.3,16300,6632,353,390,90.5,395,454,87.0,106,199,53.3,0,0.4,0.8,-0.4,6,89,12,4,83,passing
ITA-Serie A,2021,Genoa,Edoardo Goldaniga,ITA,DF,26,1993,20.6,650,893,72.8,11817,5294,286,327,87.5,289,380,76.1,69,154,44.8,1,0.8,0.7,0.2,7,61,13,7,68,passing
ITA-Serie A,2021,Genoa,Eldor Shomurodov,UZB,FW,25,1995,18.6,329,483,68.1,4089,754,202,258,78.3,78,117,66.7,12,20,60.0,1,1.9,1.2,-0.9,20,17,9,2,32,passing
ITA-Serie A,2021,Genoa,Federico Marchetti,ITA,GK,37,1983,3.7,114,137,83.2,2393,1560,48,48,100.0,45,46,97.8,21,43,48.8,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Genoa,Filippo Melegoni,ITA,"MF,DF",21,1999,4.3,197,234,84.2,2925,760,106,116,91.4,64,75,85.3,14,22,63.6,0,0.5,0.3,-0.5,4,12,4,0,16,passing
ITA-Serie A,2021,Genoa,Francesco Cassata,ITA,"DF,FW",23,1997,2.5,68,97,70.1,969,385,36,43,83.7,26,33,78.8,2,6,33.3,0,0.0,0.0,0.0,1,5,1,0,11,passing
ITA-Serie A,2021,Genoa,Gianluca Scamacca,ITA,FW,21,1999,15.0,226,349,64.8,3532,535,150,202,74.3,45,74,60.8,26,35,74.3,2,2.7,1.6,-0.7,16,11,6,1,18,passing
ITA-Serie A,2021,Genoa,Giuseppe Caso,ITA,"DF,FW",21,1998,0.6,10,18,55.6,133,22,6,8,75.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ITA-Serie A,2021,Genoa,Goran Pandev,MKD,"FW,MF",37,1983,15.6,337,446,75.6,4495,1077,217,258,84.1,74,103,71.8,20,33,60.6,3,1.4,1.0,1.6,14,24,11,0,44,passing
